Kg_Fuel;Inner Tank LH X-arm;Inner Tank LH Y-arm;Moment_X_ILH;Moment_Y_ILH;Inner Tank RH X-arm;Inner Tank RH Y-arm;Moment_X_IRH;Moment_Y_IRH
14230;30,7233858;;437193,7799;;30,7233858;;437193,7799;
14235;30,72357045;;437350,0254;;30,72357045;;437350,0254;
14240;30,7237552;;437506,274;;30,7237552;;437506,274;
14245;30,72394005;;437662,526;;30,72394005;;437662,526;
14250;30,724125;;437818,7813;;30,724125;;437818,7813;
14255;30,72431005;;437975,0398;;30,72431005;;437975,0398;
14260;30,7244952;;438131,3016;;30,7244952;;438131,3016;
14265;30,72468045;;438287,5666;;30,72468045;;438287,5666;
14270;30,7248658;;438443,835;;30,7248658;;438443,835;
14275;30,72505125;;438600,1066;;30,72505125;;438600,1066;
14280;30,7252368;;438756,3815;;30,7252368;;438756,3815;
14285;30,72542245;;438912,6597;;30,72542245;;438912,6597;
14290;30,7256082;;439068,9412;;30,7256082;;439068,9412;
14295;30,72579405;;439225,2259;;30,72579405;;439225,2259;
14300;30,72598;;439381,514;;30,72598;;439381,514;
14305;30,72616605;;439537,8053;;30,72616605;;439537,8053;
14310;30,7263522;;439694,1;;30,7263522;;439694,1;
14315;30,72653845;;439850,3979;;30,72653845;;439850,3979;
14320;30,7267248;;440006,6991;;30,7267248;;440006,6991;
14325;30,72691125;;440163,0037;;30,72691125;;440163,0037;
14330;30,7270978;;440319,3115;;30,7270978;;440319,3115;
14335;30,72728445;;440475,6226;;30,72728445;;440475,6226;
14340;30,7274712;;440631,937;;30,7274712;;440631,937;
14345;30,72765805;;440788,2547;;30,72765805;;440788,2547;
14350;30,727845;;440944,5758;;30,727845;;440944,5758;
14355;30,72803205;;441100,9001;;30,72803205;;441100,9001;
14360;30,7282192;;441257,2277;;30,7282192;;441257,2277;
14365;30,72840645;;441413,5587;;30,72840645;;441413,5587;
14370;30,7285938;;441569,8929;;30,7285938;;441569,8929;
14375;30,72878125;;441726,2305;;30,72878125;;441726,2305;
