Aircraft;MTOW (kg);MLW;MZFW;OEW;ARM;Moment_Aircraft;CG_Aircraft;LEMAC;MAC_length;MRW;Lateral_Imbalance_Limit;LDF_LIMIT;LDA_LIMIT
N330QT;233000;187000;178000;109548;32,62;3574434,36;32,62;31,3;0,0727;233900;33000;18896;15251
