Aircraft;MTOW (kg);MLW;MZFW;OEW;ARM;Moment_Aircraft;CG_Aircraft;LEMAC;MAC_length;MRW;Lateral_Imbalance_Limit;LDF_LIMIT;LDA_LIMIT
N342AV;233000;182000;170000;110510;32,7;3613677;32,7;31,3;0,0727;233900;33000;18896;15251
;;;;;;;;;;;;;
