Fuel_kg;Outer Tank LH;Inner Tank LH;Central Tank;Inner Tank RH;Outer Tank RH;Trim Tank;MOMENT-X;MOMENT-Y;CG;%MAC
24050,0;2850,0;9175,0;0,0;9175,0;2850,0;0,0;782161,1;0,0;32,5;16,3
24100,0;2850,0;9200,0;0,0;9200,0;2850,0;0,0;783705,2;0,0;32,5;16,2
24150,0;2850,0;9225,0;0,0;9225,0;2850,0;0,0;785249,3;0,0;32,5;16,2
24200,0;2850,0;9250,0;0,0;9250,0;2850,0;0,0;786793,5;0,0;32,5;16,2
24250,0;2850,0;9275,0;0,0;9275,0;2850,0;0,0;788337,7;0,0;32,5;16,1
24300,0;2850,0;9300,0;0,0;9300,0;2850,0;0,0;789882,0;0,0;32,5;16,1
24350,0;2850,0;9325,0;0,0;9325,0;2850,0;0,0;791426,4;0,0;32,5;16,0
24400,0;2850,0;9350,0;0,0;9350,0;2850,0;0,0;792970,9;0,0;32,5;16,0
24450,0;2850,0;9375,0;0,0;9375,0;2850,0;0,0;794515,4;0,0;32,5;15,9
24500,0;2850,0;9400,0;0,0;9400,0;2850,0;0,0;796059,9;0,0;32,5;15,9
24550,0;2850,0;9425,0;0,0;9425,0;2850,0;0,0;797604,3;0,0;32,5;15,8
24600,0;2850,0;9450,0;0,0;9450,0;2850,0;0,0;799147,5;0,0;32,5;15,8
24650,0;2850,0;9475,0;0,0;9475,0;2850,0;0,0;800690,7;0,0;32,5;15,7
24700,0;2850,0;9500,0;0,0;9500,0;2850,0;0,0;802234,0;0,0;32,5;15,7
24750,0;2850,0;9525,0;0,0;9525,0;2850,0;0,0;803777,4;0,0;32,5;15,7
24800,0;2850,0;9550,0;0,0;9550,0;2850,0;0,0;805320,8;0,0;32,5;15,6
24850,0;2850,0;9575,0;0,0;9575,0;2850,0;0,0;806864,2;0,0;32,5;15,6
24900,0;2850,0;9600,0;0,0;9600,0;2850,0;0,0;808407,8;0,0;32,5;15,5
24950,0;2850,0;9625,0;0,0;9625,0;2850,0;0,0;809951,3;0,0;32,5;15,5
25000,0;2850,0;9650,0;0,0;9650,0;2850,0;0,0;811495,0;0,0;32,5;15,4
25050,0;2850,0;9675,0;0,0;9675,0;2850,0;0,0;813038,7;0,0;32,5;15,4
25100,0;2850,0;9700,0;0,0;9700,0;2850,0;0,0;814582,4;0,0;32,5;15,3
25150,0;2850,0;9725,0;0,0;9725,0;2850,0;0,0;816126,2;0,0;32,5;15,3
25200,0;2850,0;9750,0;0,0;9750,0;2850,0;0,0;817671,1;0,0;32,4;15,3
25250,0;2850,0;9775,0;0,0;9775,0;2850,0;0,0;819216,5;0,0;32,4;15,2
25300,0;2850,0;9800,0;0,0;9800,0;2850,0;0,0;820762,1;0,0;32,4;15,2
25350,0;2850,0;9825,0;0,0;9825,0;2850,0;0,0;822307,7;0,0;32,4;15,1
25400,0;2850,0;9850,0;0,0;9850,0;2850,0;0,0;823853,3;0,0;32,4;15,1
25450,0;2850,0;9875,0;0,0;9875,0;2850,0;0,0;825399,1;0,0;32,4;15,1
25500,0;2850,0;9900,0;0,0;9900,0;2850,0;0,0;826944,9;0,0;32,4;15,0
25550,0;2850,0;9925,0;0,0;9925,0;2850,0;0,0;828490,7;0,0;32,4;15,0
25600,0;2850,0;9950,0;0,0;9950,0;2850,0;0,0;830036,6;0,0;32,4;14,9
25650,0;2850,0;9975,0;0,0;9975,0;2850,0;0,0;831582,6;0,0;32,4;14,9
25700,0;2850,0;10000,0;0,0;10000,0;2850,0;0,0;833128,7;0,0;32,4;14,8
25750,0;2850,0;10025,0;0,0;10025,0;2850,0;0,0;834674,8;0,0;32,4;14,8
25800,0;2850,0;10050,0;0,0;10050,0;2850,0;0,0;836220,7;0,0;32,4;14,8
25850,0;2850,0;10075,0;0,0;10075,0;2850,0;0,0;837763,7;0,0;32,4;14,7
25900,0;2850,0;10100,0;0,0;10100,0;2850,0;0,0;839306,8;0,0;32,4;14,7
25950,0;2850,0;10125,0;0,0;10125,0;2850,0;0,0;840849,9;0,0;32,4;14,6
26000,0;2850,0;10150,0;0,0;10150,0;2850,0;0,0;842393,1;0,0;32,4;14,6
26050,0;2850,0;10175,0;0,0;10175,0;2850,0;0,0;843936,3;0,0;32,4;14,6
26100,0;2850,0;10200,0;0,0;10200,0;2850,0;0,0;845479,6;0,0;32,4;14,5
26150,0;2850,0;10225,0;0,0;10225,0;2850,0;0,0;847022,9;0,0;32,4;14,5
26200,0;2850,0;10250,0;0,0;10250,0;2850,0;0,0;848566,2;0,0;32,4;14,4
26250,0;2850,0;10275,0;0,0;10275,0;2850,0;0,0;850109,7;0,0;32,4;14,4
26300,0;2850,0;10300,0;0,0;10300,0;2850,0;0,0;851653,1;0,0;32,4;14,4
26350,0;2850,0;10325,0;0,0;10325,0;2850,0;0,0;853196,6;0,0;32,4;14,3
26400,0;2850,0;10350,0;0,0;10350,0;2850,0;0,0;854740,2;0,0;32,4;14,3
26450,0;2850,0;10375,0;0,0;10375,0;2850,0;0,0;856285,5;0,0;32,4;14,2
26500,0;2850,0;10400,0;0,0;10400,0;2850,0;0,0;857832,5;0,0;32,4;14,2
26550,0;2850,0;10425,0;0,0;10425,0;2850,0;0,0;859379,5;0,0;32,4;14,2
26600,0;2850,0;10450,0;0,0;10450,0;2850,0;0,0;860926,6;0,0;32,4;14,1
26650,0;2850,0;10475,0;0,0;10475,0;2850,0;0,0;862473,7;0,0;32,4;14,1
26700,0;2850,0;10500,0;0,0;10500,0;2850,0;0,0;864021,0;0,0;32,4;14,1
26750,0;2850,0;10525,0;0,0;10525,0;2850,0;0,0;865568,2;0,0;32,4;14,0
26800,0;2850,0;10550,0;0,0;10550,0;2850,0;0,0;867115,6;0,0;32,4;14,0
26850,0;2850,0;10575,0;0,0;10575,0;2850,0;0,0;868663,0;0,0;32,4;14,0
26900,0;2850,0;10600,0;0,0;10600,0;2850,0;0,0;870210,5;0,0;32,3;13,9
26950,0;2850,0;10625,0;0,0;10625,0;2850,0;0,0;871758,0;0,0;32,3;13,9
27000,0;2850,0;10650,0;0,0;10650,0;2850,0;0,0;873305,6;0,0;32,3;13,8
27050,0;2850,0;10675,0;0,0;10675,0;2850,0;0,0;874853,3;0,0;32,3;13,8
27100,0;2850,0;10700,0;0,0;10700,0;2850,0;0,0;876401,0;0,0;32,3;13,8
27150,0;2850,0;10725,0;0,0;10725,0;2850,0;0,0;877948,8;0,0;32,3;13,7
27200,0;2850,0;10750,0;0,0;10750,0;2850,0;0,0;879496,7;0,0;32,3;13,7
27250,0;2850,0;10775,0;0,0;10775,0;2850,0;0,0;881044,6;0,0;32,3;13,7
27300,0;2850,0;10800,0;0,0;10800,0;2850,0;0,0;882592,6;0,0;32,3;13,6
27350,0;2850,0;10825,0;0,0;10825,0;2850,0;0,0;884140,6;0,0;32,3;13,6
27400,0;2850,0;10850,0;0,0;10850,0;2850,0;0,0;885688,7;0,0;32,3;13,6
27450,0;2850,0;10875,0;0,0;10875,0;2850,0;0,0;887236,9;0,0;32,3;13,5
27500,0;2850,0;10900,0;0,0;10900,0;2850,0;0,0;888785,1;0,0;32,3;13,5
27550,0;2850,0;10925,0;0,0;10925,0;2850,0;0,0;890333,4;0,0;32,3;13,5
27600,0;2850,0;10950,0;0,0;10950,0;2850,0;0,0;891881,8;0,0;32,3;13,4
27650,0;2850,0;10975,0;0,0;10975,0;2850,0;0,0;893430,2;0,0;32,3;13,4
27700,0;2850,0;11000,0;0,0;11000,0;2850,0;0,0;894978,7;0,0;32,3;13,4
27750,0;2850,0;11025,0;0,0;11025,0;2850,0;0,0;896527,3;0,0;32,3;13,3
27800,0;2850,0;11050,0;0,0;11050,0;2850,0;0,0;898075,9;0,0;32,3;13,3
27850,0;2850,0;11075,0;0,0;11075,0;2850,0;0,0;899624,6;0,0;32,3;13,3
27900,0;2850,0;11100,0;0,0;11100,0;2850,0;0,0;901173,3;0,0;32,3;13,2
27950,0;2850,0;11125,0;0,0;11125,0;2850,0;0,0;902722,1;0,0;32,3;13,2
28000,0;2850,0;11150,0;0,0;11150,0;2850,0;0,0;904271,0;0,0;32,3;13,2
28050,0;2850,0;11175,0;0,0;11175,0;2850,0;0,0;905820,0;0,0;32,3;13,1
28100,0;2850,0;11200,0;0,0;11200,0;2850,0;0,0;907369,0;0,0;32,3;13,1
28150,0;2850,0;11225,0;0,0;11225,0;2850,0;0,0;908918,0;0,0;32,3;13,1
28200,0;2850,0;11250,0;0,0;11250,0;2850,0;0,0;910467,2;0,0;32,3;13,0
28250,0;2850,0;11275,0;0,0;11275,0;2850,0;0,0;912016,4;0,0;32,3;13,0
28300,0;2850,0;11300,0;0,0;11300,0;2850,0;0,0;913565,6;0,0;32,3;13,0
28350,0;2850,0;11325,0;0,0;11325,0;2850,0;0,0;915113,4;0,0;32,3;12,9
28400,0;2850,0;11350,0;0,0;11350,0;2850,0;0,0;916661,0;0,0;32,3;12,9
28450,0;2850,0;11375,0;0,0;11375,0;2850,0;0,0;918208,6;0,0;32,3;12,9
28500,0;2850,0;11400,0;0,0;11400,0;2850,0;0,0;919756,3;0,0;32,3;12,8
28550,0;2850,0;11425,0;0,0;11425,0;2850,0;0,0;921304,1;0,0;32,3;12,8
28600,0;2850,0;11450,0;0,0;11450,0;2850,0;0,0;922851,9;0,0;32,3;12,8
28650,0;2850,0;11475,0;0,0;11475,0;2850,0;0,0;924399,7;0,0;32,3;12,8
28700,0;2850,0;11500,0;0,0;11500,0;2850,0;0,0;925947,6;0,0;32,3;12,7
28750,0;2850,0;11525,0;0,0;11525,0;2850,0;0,0;927495,6;0,0;32,3;12,7
28800,0;2850,0;11550,0;0,0;11550,0;2850,0;0,0;929043,6;0,0;32,3;12,7
28850,0;2850,0;11575,0;0,0;11575,0;2850,0;0,0;930591,7;0,0;32,3;12,6
28900,0;2850,0;11600,0;0,0;11600,0;2850,0;0,0;932139,8;0,0;32,3;12,6
28950,0;2850,0;11625,0;0,0;11625,0;2850,0;0,0;933688,0;0,0;32,3;12,6
29000,0;2850,0;11650,0;0,0;11650,0;2850,0;0,0;935236,2;0,0;32,2;12,5
29050,0;2850,0;11675,0;0,0;11675,0;2850,0;0,0;936784,5;0,0;32,2;12,5
29100,0;2850,0;11700,0;0,0;11700,0;2850,0;0,0;938332,9;0,0;32,2;12,5
29150,0;2850,0;11725,0;0,0;11725,0;2850,0;0,0;939881,3;0,0;32,2;12,4
29200,0;2850,0;11750,0;0,0;11750,0;2850,0;0,0;941429,8;0,0;32,2;12,4
29250,0;2850,0;11775,0;0,0;11775,0;2850,0;0,0;942978,3;0,0;32,2;12,4
29300,0;2850,0;11800,0;0,0;11800,0;2850,0;0,0;944526,9;0,0;32,2;12,4
29350,0;2850,0;11825,0;0,0;11825,0;2850,0;0,0;946075,5;0,0;32,2;12,3
29400,0;2850,0;11850,0;0,0;11850,0;2850,0;0,0;947624,2;0,0;32,2;12,3
29450,0;2850,0;11875,0;0,0;11875,0;2850,0;0,0;949172,9;0,0;32,2;12,3
29500,0;2850,0;11900,0;0,0;11900,0;2850,0;0,0;950721,7;0,0;32,2;12,2
29550,0;2850,0;11925,0;0,0;11925,0;2850,0;0,0;952270,6;0,0;32,2;12,2
29600,0;2850,0;11950,0;0,0;11950,0;2850,0;0,0;953818,1;0,0;32,2;12,2
29650,0;2850,0;11975,0;0,0;11975,0;2850,0;0,0;955365,2;0,0;32,2;12,2
29700,0;2850,0;12000,0;0,0;12000,0;2850,0;0,0;956912,3;0,0;32,2;12,1
29750,0;2850,0;12025,0;0,0;12025,0;2850,0;0,0;958459,5;0,0;32,2;12,1
29800,0;2850,0;12050,0;0,0;12050,0;2850,0;0,0;960006,7;0,0;32,2;12,1
29850,0;2850,0;12075,0;0,0;12075,0;2850,0;0,0;961553,9;0,0;32,2;12,0
29900,0;2850,0;12100,0;0,0;12100,0;2850,0;0,0;963101,2;0,0;32,2;12,0
29950,0;2850,0;12125,0;0,0;12125,0;2850,0;0,0;964648,5;0,0;32,2;12,0
30000,0;2850,0;12150,0;0,0;12150,0;2850,0;0,0;966195,9;0,0;32,2;11,9
30050,0;2850,0;12175,0;0,0;12175,0;2850,0;0,0;967743,4;0,0;32,2;11,9
30100,0;2850,0;12200,0;0,0;12200,0;2850,0;0,0;969290,9;0,0;32,2;11,9
30150,0;2850,0;12225,0;0,0;12225,0;2850,0;0,0;970838,4;0,0;32,2;11,9
30200,0;2850,0;12250,0;0,0;12250,0;2850,0;0,0;972386,6;0,0;32,2;11,8
30250,0;2850,0;12275,0;0,0;12275,0;2850,0;0,0;973938,2;0,0;32,2;11,8
30300,0;2850,0;12300,0;0,0;12300,0;2850,0;0,0;975489,8;0,0;32,2;11,8
30350,0;2850,0;12325,0;0,0;12325,0;2850,0;0,0;977041,4;0,0;32,2;11,8
30400,0;2850,0;12350,0;0,0;12350,0;2850,0;0,0;978593,2;0,0;32,2;11,7
30450,0;2850,0;12375,0;0,0;12375,0;2850,0;0,0;980145,0;0,0;32,2;11,7
30500,0;2850,0;12400,0;0,0;12400,0;2850,0;0,0;981696,8;0,0;32,2;11,7
30550,0;2850,0;12425,0;0,0;12425,0;2850,0;0,0;983248,7;0,0;32,2;11,6
30600,0;2850,0;12450,0;0,0;12450,0;2850,0;0,0;984800,7;0,0;32,2;11,6
30650,0;2850,0;12475,0;0,0;12475,0;2850,0;0,0;986352,8;0,0;32,2;11,6
30700,0;2850,0;12500,0;0,0;12500,0;2850,0;0,0;987904,9;0,0;32,2;11,6
30750,0;2850,0;12525,0;0,0;12525,0;2850,0;0,0;989457,1;0,0;32,2;11,5
30800,0;2850,0;12550,0;0,0;12550,0;2850,0;0,0;991009,3;0,0;32,2;11,5
30850,0;2850,0;12575,0;0,0;12575,0;2850,0;0,0;992561,6;0,0;32,2;11,5
30900,0;2850,0;12600,0;0,0;12600,0;2850,0;0,0;994114,0;0,0;32,2;11,5
30950,0;2850,0;12625,0;0,0;12625,0;2850,0;0,0;995666,4;0,0;32,2;11,4
31000,0;2850,0;12650,0;0,0;12650,0;2850,0;0,0;997218,9;0,0;32,2;11,4
31050,0;2850,0;12675,0;0,0;12675,0;2850,0;0,0;998771,5;0,0;32,2;11,4
31100,0;2850,0;12700,0;0,0;12700,0;2850,0;0,0;1000324,1;0,0;32,2;11,4
31150,0;2850,0;12725,0;0,0;12725,0;2850,0;0,0;1001876,8;0,0;32,2;11,3
31200,0;2850,0;12750,0;0,0;12750,0;2850,0;0,0;1003429,6;0,0;32,2;11,3
31250,0;2850,0;12775,0;0,0;12775,0;2850,0;0,0;1004982,4;0,0;32,2;11,3
31300,0;2850,0;12800,0;0,0;12800,0;2850,0;0,0;1006535,3;0,0;32,2;11,3
31350,0;2850,0;12825,0;0,0;12825,0;2850,0;0,0;1008088,2;0,0;32,2;11,3
31400,0;2850,0;12850,0;0,0;12850,0;2850,0;0,0;1009641,2;0,0;32,2;11,2
31450,0;2850,0;12875,0;0,0;12875,0;2850,0;0,0;1011194,2;0,0;32,2;11,2
31500,0;2850,0;12900,0;0,0;12900,0;2850,0;0,0;1012745,3;0,0;32,2;11,2
31550,0;2850,0;12925,0;0,0;12925,0;2850,0;0,0;1014296,4;0,0;32,1;11,2
31600,0;2850,0;12950,0;0,0;12950,0;2850,0;0,0;1015847,6;0,0;32,1;11,1
31650,0;2850,0;12975,0;0,0;12975,0;2850,0;0,0;1017398,8;0,0;32,1;11,1
31700,0;2850,0;13000,0;0,0;13000,0;2850,0;0,0;1018950,1;0,0;32,1;11,1
31750,0;2850,0;13025,0;0,0;13025,0;2850,0;0,0;1020501,5;0,0;32,1;11,1
31800,0;2850,0;13050,0;0,0;13050,0;2850,0;0,0;1022052,9;0,0;32,1;11,0
31850,0;2850,0;13075,0;0,0;13075,0;2850,0;0,0;1023604,4;0,0;32,1;11,0
31900,0;2850,0;13100,0;0,0;13100,0;2850,0;0,0;1025155,9;0,0;32,1;11,0
31950,0;2850,0;13125,0;0,0;13125,0;2850,0;0,0;1026707,5;0,0;32,1;11,0
32000,0;2850,0;13150,0;0,0;13150,0;2850,0;0,0;1028259,1;0,0;32,1;10,9
32050,0;2850,0;13175,0;0,0;13175,0;2850,0;0,0;1029810,8;0,0;32,1;10,9
32100,0;2850,0;13200,0;0,0;13200,0;2850,0;0,0;1031362,6;0,0;32,1;10,9
32150,0;2850,0;13225,0;0,0;13225,0;2850,0;0,0;1032914,4;0,0;32,1;10,9
32200,0;2850,0;13250,0;0,0;13250,0;2850,0;0,0;1034466,2;0,0;32,1;10,8
32250,0;2850,0;13275,0;0,0;13275,0;2850,0;0,0;1036018,2;0,0;32,1;10,8
32300,0;2850,0;13300,0;0,0;13300,0;2850,0;0,0;1037570,1;0,0;32,1;10,8
32350,0;2850,0;13325,0;0,0;13325,0;2850,0;0,0;1039122,2;0,0;32,1;10,8
32400,0;2850,0;13350,0;0,0;13350,0;2850,0;0,0;1040674,2;0,0;32,1;10,8
32450,0;2850,0;13375,0;0,0;13375,0;2850,0;0,0;1042226,4;0,0;32,1;10,7
32500,0;2850,0;13400,0;0,0;13400,0;2850,0;0,0;1043778,6;0,0;32,1;10,7
32550,0;2850,0;13425,0;0,0;13425,0;2850,0;0,0;1045330,8;0,0;32,1;10,7
32600,0;2850,0;13450,0;0,0;13450,0;2850,0;0,0;1046883,1;0,0;32,1;10,7
32650,0;2850,0;13475,0;0,0;13475,0;2850,0;0,0;1048435,5;0,0;32,1;10,6
32700,0;2850,0;13500,0;0,0;13500,0;2850,0;0,0;1049987,9;0,0;32,1;10,6
32750,0;2850,0;13525,0;0,0;13525,0;2850,0;0,0;1051540,4;0,0;32,1;10,6
32800,0;2850,0;13550,0;0,0;13550,0;2850,0;0,0;1053092,9;0,0;32,1;10,6
32850,0;2850,0;13575,0;0,0;13575,0;2850,0;0,0;1054645,5;0,0;32,1;10,5
32900,0;2850,0;13600,0;0,0;13600,0;2850,0;0,0;1056198,1;0,0;32,1;10,5
32950,0;2850,0;13625,0;0,0;13625,0;2850,0;0,0;1057750,8;0,0;32,1;10,5
33000,0;2850,0;13650,0;0,0;13650,0;2850,0;0,0;1059303,6;0,0;32,1;10,5
33050,0;2850,0;13675,0;0,0;13675,0;2850,0;0,0;1060856,4;0,0;32,1;10,5
33100,0;2850,0;13700,0;0,0;13700,0;2850,0;0,0;1062409,3;0,0;32,1;10,4
33150,0;2850,0;13725,0;0,0;13725,0;2850,0;0,0;1063962,2;0,0;32,1;10,4
33200,0;2850,0;13750,0;0,0;13750,0;2850,0;0,0;1065515,2;0,0;32,1;10,4
33250,0;2850,0;13775,0;0,0;13775,0;2850,0;0,0;1067068,2;0,0;32,1;10,4
33300,0;2850,0;13800,0;0,0;13800,0;2850,0;0,0;1068621,3;0,0;32,1;10,4
33350,0;2850,0;13825,0;0,0;13825,0;2850,0;0,0;1070173,6;0,0;32,1;10,3
33400,0;2850,0;13850,0;0,0;13850,0;2850,0;0,0;1071724,6;0,0;32,1;10,3
33450,0;2850,0;13875,0;0,0;13875,0;2850,0;0,0;1073275,7;0,0;32,1;10,3
33500,0;2850,0;13900,0;0,0;13900,0;2850,0;0,0;1074826,7;0,0;32,1;10,3
33550,0;2850,0;13925,0;0,0;13925,0;2850,0;0,0;1076377,9;0,0;32,1;10,2
33600,0;2850,0;13950,0;0,0;13950,0;2850,0;0,0;1077929,1;0,0;32,1;10,2
33650,0;2850,0;13975,0;0,0;13975,0;2850,0;0,0;1079480,3;0,0;32,1;10,2
33700,0;2850,0;14000,0;0,0;14000,0;2850,0;0,0;1081031,6;0,0;32,1;10,2
33750,0;2850,0;14025,0;0,0;14025,0;2850,0;0,0;1082582,9;0,0;32,1;10,2
33800,0;2850,0;14050,0;0,0;14050,0;2850,0;0,0;1084134,3;0,0;32,1;10,1
33850,0;2850,0;14075,0;0,0;14075,0;2850,0;0,0;1085685,7;0,0;32,1;10,1
33900,0;2850,0;14100,0;0,0;14100,0;2850,0;0,0;1087237,2;0,0;32,1;10,1
33950,0;2850,0;14125,0;0,0;14125,0;2850,0;0,0;1088788,7;0,0;32,1;10,1
34000,0;2850,0;14150,0;0,0;14150,0;2850,0;0,0;1090343,8;0,0;32,1;10,1
34050,0;2850,0;14175,0;0,0;14175,0;2850,0;0,0;1091900,0;0,0;32,1;10,0
34100,0;2850,0;14200,0;0,0;14200,0;2850,0;0,0;1093456,2;0,0;32,1;10,0
34150,0;2850,0;14225,0;0,0;14225,0;2850,0;0,0;1095012,4;0,0;32,1;10,0
34200,0;2850,0;14250,0;0,0;14250,0;2850,0;0,0;1096568,7;0,0;32,1;10,0
34250,0;2850,0;14275,0;0,0;14275,0;2850,0;0,0;1098125,1;0,0;32,1;10,0
34300,0;2850,0;14300,0;0,0;14300,0;2850,0;0,0;1099681,6;0,0;32,1;9,9
34350,0;2850,0;14325,0;0,0;14325,0;2850,0;0,0;1101238,1;0,0;32,1;9,9
34400,0;2850,0;14350,0;0,0;14350,0;2850,0;0,0;1102794,7;0,0;32,1;9,9
34450,0;2850,0;14375,0;0,0;14375,0;2850,0;0,0;1104351,3;0,0;32,1;9,9
34500,0;2850,0;14400,0;0,0;14400,0;2850,0;0,0;1105908,0;0,0;32,1;9,9
34550,0;2850,0;14425,0;0,0;14425,0;2850,0;0,0;1107464,8;0,0;32,1;9,8
34600,0;2850,0;14450,0;0,0;14450,0;2850,0;0,0;1109021,1;0,0;32,1;9,8
34650,0;2850,0;14475,0;0,0;14475,0;2850,0;0,0;1110575,7;0,0;32,1;9,8
34700,0;2850,0;14500,0;0,0;14500,0;2850,0;0,0;1112130,3;0,0;32,0;9,8
34750,0;2850,0;14525,0;0,0;14525,0;2850,0;0,0;1113685,0;0,0;32,0;9,8
34800,0;2850,0;14550,0;0,0;14550,0;2850,0;0,0;1115239,8;0,0;32,0;9,8
34850,0;2850,0;14575,0;0,0;14575,0;2850,0;0,0;1116794,6;0,0;32,0;9,7
34900,0;2850,0;14600,0;0,0;14600,0;2850,0;0,0;1118349,5;0,0;32,0;9,7
34950,0;2850,0;14625,0;0,0;14625,0;2850,0;0,0;1119904,4;0,0;32,0;9,7
35000,0;2850,0;14650,0;0,0;14650,0;2850,0;0,0;1121459,4;0,0;32,0;9,7
35050,0;2850,0;14675,0;0,0;14675,0;2850,0;0,0;1123014,4;0,0;32,0;9,7
35100,0;2850,0;14700,0;0,0;14700,0;2850,0;0,0;1124569,5;0,0;32,0;9,6
35150,0;2850,0;14725,0;0,0;14725,0;2850,0;0,0;1126124,7;0,0;32,0;9,6
35200,0;2850,0;14750,0;0,0;14750,0;2850,0;0,0;1127679,9;0,0;32,0;9,6
35250,0;2850,0;14775,0;0,0;14775,0;2850,0;0,0;1129235,1;0,0;32,0;9,6
35300,0;2850,0;14800,0;0,0;14800,0;2850,0;0,0;1130790,4;0,0;32,0;9,6
35350,0;2850,0;14825,0;0,0;14825,0;2850,0;0,0;1132345,8;0,0;32,0;9,6
35400,0;2850,0;14850,0;0,0;14850,0;2850,0;0,0;1133901,2;0,0;32,0;9,5
35450,0;2850,0;14875,0;0,0;14875,0;2850,0;0,0;1135456,7;0,0;32,0;9,5
35500,0;2850,0;14900,0;0,0;14900,0;2850,0;0,0;1137012,3;0,0;32,0;9,5
35550,0;2850,0;14925,0;0,0;14925,0;2850,0;0,0;1138567,8;0,0;32,0;9,5
35600,0;2850,0;14950,0;0,0;14950,0;2850,0;0,0;1140123,5;0,0;32,0;9,5
35650,0;2850,0;14975,0;0,0;14975,0;2850,0;0,0;1141679,2;0,0;32,0;9,4
35700,0;2850,0;15000,0;0,0;15000,0;2850,0;0,0;1143235,0;0,0;32,0;9,4
35750,0;2850,0;15025,0;0,0;15025,0;2850,0;0,0;1144790,8;0,0;32,0;9,4
35800,0;2850,0;15050,0;0,0;15050,0;2850,0;0,0;1146346,7;0,0;32,0;9,4
35850,0;2850,0;15075,0;0,0;15075,0;2850,0;0,0;1147902,6;0,0;32,0;9,4
35900,0;2850,0;15100,0;0,0;15100,0;2850,0;0,0;1149458,6;0,0;32,0;9,4
35950,0;2850,0;15125,0;0,0;15125,0;2850,0;0,0;1151014,6;0,0;32,0;9,3
36000,0;2850,0;15150,0;0,0;15150,0;2850,0;0,0;1152570,7;0,0;32,0;9,3
36050,0;2850,0;15175,0;0,0;15175,0;2850,0;0,0;1154126,9;0,0;32,0;9,3
36100,0;2850,0;15200,0;0,0;15200,0;2850,0;0,0;1155683,1;0,0;32,0;9,3
36150,0;2850,0;15225,0;0,0;15225,0;2850,0;0,0;1157239,3;0,0;32,0;9,3
36200,0;2850,0;15250,0;0,0;15250,0;2850,0;0,0;1158795,6;0,0;32,0;9,3
36250,0;2850,0;15275,0;0,0;15275,0;2850,0;0,0;1160352,0;0,0;32,0;9,2
36300,0;2850,0;15300,0;0,0;15300,0;2850,0;0,0;1161908,4;0,0;32,0;9,2
36350,0;2850,0;15325,0;0,0;15325,0;2850,0;0,0;1163464,9;0,0;32,0;9,2
36400,0;2850,0;15350,0;0,0;15350,0;2850,0;0,0;1165021,5;0,0;32,0;9,2
36450,0;2850,0;15375,0;0,0;15375,0;2850,0;0,0;1166578,1;0,0;32,0;9,2
36500,0;2850,0;15375,0;0,0;15375,0;2850,0;50,0;1169518,9;0,0;32,0;9,7
36550,0;2850,0;15375,0;0,0;15375,0;2850,0;100,0;1172459,8;0,0;32,1;10,2
36600,0;2850,0;15375,0;0,0;15375,0;2850,0;150,0;1175400,6;0,0;32,1;10,7
36650,0;2850,0;15375,0;0,0;15375,0;2850,0;200,0;1178340,3;0,0;32,2;11,2
36700,0;2850,0;15375,0;0,0;15375,0;2850,0;250,0;1181279,1;0,0;32,2;11,7
36750,0;2850,0;15375,0;0,0;15375,0;2850,0;300,0;1184217,2;0,0;32,2;12,2
36800,0;2850,0;15375,0;0,0;15375,0;2850,0;350,0;1187158,7;0,0;32,3;12,7
36850,0;2850,0;15375,0;0,0;15375,0;2850,0;400,0;1190102,6;0,0;32,3;13,2
36900,0;2850,0;15375,0;0,0;15375,0;2850,0;450,0;1193047,5;0,0;32,3;13,7
36950,0;2850,0;15375,0;0,0;15375,0;2850,0;500,0;1195993,6;0,0;32,4;14,2
37000,0;2850,0;15375,0;0,0;15375,0;2850,0;550,0;1198941,0;0,0;32,4;14,7
37050,0;2850,0;15375,0;0,0;15375,0;2850,0;600,0;1201889,3;0,0;32,4;15,2
37100,0;2850,0;15375,0;0,0;15375,0;2850,0;650,0;1204838,5;0,0;32,5;15,6
37150,0;2850,0;15375,0;0,0;15375,0;2850,0;700,0;1207788,3;0,0;32,5;16,1
37200,0;2850,0;15375,0;0,0;15375,0;2850,0;750,0;1210739,1;0,0;32,5;16,6
37250,0;2850,0;15375,0;0,0;15375,0;2850,0;800,0;1213690,4;0,0;32,6;17,1
37300,0;2850,0;15375,0;0,0;15375,0;2850,0;850,0;1216641,7;0,0;32,6;17,6
37350,0;2850,0;15375,0;0,0;15375,0;2850,0;900,0;1219593,8;0,0;32,7;18,1
37400,0;2850,0;15375,0;0,0;15375,0;2850,0;950,0;1222546,4;0,0;32,7;18,6
37450,0;2850,0;15375,0;0,0;15375,0;2850,0;1000,0;1225498,8;0,0;32,7;19,1
37500,0;2850,0;15375,0;0,0;15375,0;2850,0;1050,0;1228451,9;0,0;32,8;19,5
37550,0;2850,0;15375,0;0,0;15375,0;2850,0;1100,0;1231405,6;0,0;32,8;20,0
37600,0;2850,0;15375,0;0,0;15375,0;2850,0;1150,0;1234359,3;0,0;32,8;20,5
37650,0;2850,0;15375,0;0,0;15375,0;2850,0;1200,0;1237313,5;0,0;32,9;21,0
37700,0;2850,0;15375,0;0,0;15375,0;2850,0;1250,0;1240268,4;0,0;32,9;21,5
37750,0;2850,0;15375,0;0,0;15375,0;2850,0;1300,0;1243223,2;0,0;32,9;21,9
