Kg_Fuel;Outer Tank LH X-arm;Outer Tank LH Y-arm;Moment_X_OLH;Moment_Y_OLH;Outer Tank RH X-arm;Outer Tank RH Y-arm;Moment_X_ORH;Moment_Y_ORH
1400;37,4;18,001;52360;25201,4;37,4;-18,001;52360;-25201,4
1425;37,4;18,001;53295;25651,425;37,4;-18,001;53295;-25651,425
1450;37,4;18,001;54230;26101,45;37,4;-18,001;54230;-26101,45
1475;37,4;18,001;55165;26551,475;37,4;-18,001;55165;-26551,475
1500;37,4;18,001;56100;27001,5;37,4;-18,001;56100;-27001,5
1525;37,4;18,001;57035;27451,525;37,4;-18,001;57035;-27451,525
1550;37,4;18,001;57970;27901,55;37,4;-18,001;57970;-27901,55
1575;37,4;18,001;58905;28351,575;37,4;-18,001;58905;-28351,575
1600;37,4;18,001;59840;28801,6;37,4;-18,001;59840;-28801,6
1625;37,4;18,001;60775;29251,625;37,4;-18,001;60775;-29251,625
1650;37,4;18,001;61710;29701,65;37,4;-18,001;61710;-29701,65
1675;37,4;18,001;62645;30151,675;37,4;-18,001;62645;-30151,675
1700;37,4;18,001;63580;30601,7;37,4;-18,001;63580;-30601,7
1725;37,4;18,001;64515;31051,725;37,4;-18,001;64515;-31051,725
1750;37,4;18,001;65450;31501,75;37,4;-18,001;65450;-31501,75
1775;37,4;18,001;66385;31951,775;37,4;-18,001;66385;-31951,775
1800;37,4;18,001;67320;32401,8;37,4;-18,001;67320;-32401,8
1825;37,4;18,001;68255;32851,825;37,4;-18,001;68255;-32851,825
1850;37,4;18,001;69190;33301,85;37,4;-18,001;69190;-33301,85
1875;37,4;18,001;70125;33751,875;37,4;-18,001;70125;-33751,875
1900;37,4;18,001;71060;34201,9;37,4;-18,001;71060;-34201,9
1925;37,4;18,001;71995;34651,925;37,4;-18,001;71995;-34651,925
1950;37,4;18,001;72930;35101,95;37,4;-18,001;72930;-35101,95
1975;37,4;18,001;73865;35551,975;37,4;-18,001;73865;-35551,975
2000;37,4;18,001;74800;36002;37,4;-18,001;74800;-36002
2025;37,4;18,001;75735;36452,025;37,4;-18,001;75735;-36452,025
2050;37,4;18,001;76670;36902,05;37,4;-18,001;76670;-36902,05
2075;37,4;18,001;77605;37352,075;37,4;-18,001;77605;-37352,075
2100;37,4;18,001;78540;37802,1;37,4;-18,001;78540;-37802,1
2125;37,4;18,001;79475;38252,125;37,4;-18,001;79475;-38252,125
2150;37,4;18,001;80410;38702,15;37,4;-18,001;80410;-38702,15
2175;37,4;18,001;81345;39152,175;37,4;-18,001;81345;-39152,175
2200;37,4;18,001;82280;39602,2;37,4;-18,001;82280;-39602,2
2225;37,4;18,001;83215;40052,225;37,4;-18,001;83215;-40052,225
2250;37,4;18,001;84150;40502,25;37,4;-18,001;84150;-40502,25
2275;37,4;18,001;85085;40952,275;37,4;-18,001;85085;-40952,275
2300;37,4;18,001;86020;41402,3;37,4;-18,001;86020;-41402,3
2325;37,4;18,001;86955;41852,325;37,4;-18,001;86955;-41852,325
2350;37,4;18,001;87890;42302,35;37,4;-18,001;87890;-42302,35
2375;37,4;18,001;88825;42752,375;37,4;-18,001;88825;-42752,375
2400;37,4;18,001;89760;43202,4;37,4;-18,001;89760;-43202,4
2425;37,4;18,001;90695;43652,425;37,4;-18,001;90695;-43652,425
2450;37,4;18,001;91630;44102,45;37,4;-18,001;91630;-44102,45
2475;37,4;18,001;92565;44552,475;37,4;-18,001;92565;-44552,475
2500;37,4;18,001;93500;45002,5;37,4;-18,001;93500;-45002,5
2525;37,4;18,001;94435;45452,525;37,4;-18,001;94435;-45452,525
2550;37,4;18,001;95370;45902,55;37,4;-18,001;95370;-45902,55
2575;37,4;18,001;96305;46352,575;37,4;-18,001;96305;-46352,575
2600;37,4;18,001;97240;46802,6;37,4;-18,001;97240;-46802,6
2625;37,4;18,001;98175;47252,625;37,4;-18,001;98175;-47252,625
2650;37,4;18,001;99110;47702,65;37,4;-18,001;99110;-47702,65
2675;37,4;18,001;100045;48152,675;37,4;-18,001;100045;-48152,675
2700;37,4;18,001;100980;48602,7;37,4;-18,001;100980;-48602,7
2725;37,4;18,001;101915;49052,725;37,4;-18,001;101915;-49052,725
2750;37,4;18,001;102850;49502,75;37,4;-18,001;102850;-49502,75
2775;37,4;18,001;103785;49952,775;37,4;-18,001;103785;-49952,775
2800;37,4;18,001;104720;50402,8;37,4;-18,001;104720;-50402,8
2825;37,4;18,001;105655;50852,825;37,4;-18,001;105655;-50852,825
2850;37,4;18,001;106590;51302,85;37,4;-18,001;106590;-51302,85
2850;37,4;18,001;106590;51302,85;37,4;-18,001;106590;-51302,85
2850;37,4;18,001;106590;51302,85;37,4;-18,001;106590;-51302,85
2850;37,4;18,001;106590;51302,85;37,4;-18,001;106590;-51302,85
2850;37,4;18,001;106590;51302,85;37,4;-18,001;106590;-51302,85
2850;37,4;18,001;106590;51302,85;37,4;-18,001;106590;-51302,85
2850;37,4;18,001;106590;51302,85;37,4;-18,001;106590;-51302,85
2850;37,4;18,001;106590;51302,85;37,4;-18,001;106590;-51302,85
2850;37,4;18,001;106590;51302,85;37,4;-18,001;106590;-51302,85
2850;37,4;18,001;106590;51302,85;37,4;-18,001;106590;-51302,85
2850;37,4;18,001;106590;51302,85;37,4;-18,001;106590;-51302,85
2850;37,4;18,001;106590;51302,85;37,4;-18,001;106590;-51302,85
2850;37,4;18,001;106590;51302,85;37,4;-18,001;106590;-51302,85
2850;37,4;18,001;106590;51302,85;37,4;-18,001;106590;-51302,85
2850;37,4;18,001;106590;51302,85;37,4;-18,001;106590;-51302,85
2850;37,4;18,001;106590;51302,85;37,4;-18,001;106590;-51302,85
2850;37,4;18,001;106590;51302,85;37,4;-18,001;106590;-51302,85
2850;37,4;18,001;106590;51302,85;37,4;-18,001;106590;-51302,85
2850;37,4;18,001;106590;51302,85;37,4;-18,001;106590;-51302,85
2850;37,4;18,001;106590;51302,85;37,4;-18,001;106590;-51302,85
2850;37,4;18,001;106590;51302,85;37,4;-18,001;106590;-51302,85
2850;37,4;18,001;106590;51302,85;37,4;-18,001;106590;-51302,85
2850;37,4;18,001;106590;51302,85;37,4;-18,001;106590;-51302,85
2850;37,4;18,001;106590;51302,85;37,4;-18,001;106590;-51302,85
2850;37,4;18,001;106590;51302,85;37,4;-18,001;106590;-51302,85
2850;37,4;18,001;106590;51302,85;37,4;-18,001;106590;-51302,85
2850;37,4;18,001;106590;51302,85;37,4;-18,001;106590;-51302,85
2850;37,4;18,001;106590;51302,85;37,4;-18,001;106590;-51302,85
2850;37,4;18,001;106590;51302,85;37,4;-18,001;106590;-51302,85
2850;37,4;18,001;106590;51302,85;37,4;-18,001;106590;-51302,85
2850;37,4;18,001;106590;51302,85;37,4;-18,001;106590;-51302,85
2850;37,4;18,001;106590;51302,85;37,4;-18,001;106590;-51302,85
2850;37,4;18,001;106590;51302,85;37,4;-18,001;106590;-51302,85
2850;37,4;18,001;106590;51302,85;37,4;-18,001;106590;-51302,85
2850;37,4;18,001;106590;51302,85;37,4;-18,001;106590;-51302,85
2850;37,4;18,001;106590;51302,85;37,4;-18,001;106590;-51302,85
2850;37,4;18,001;106590;51302,85;37,4;-18,001;106590;-51302,85
2850;37,4;18,001;106590;51302,85;37,4;-18,001;106590;-51302,85
2850;37,4;18,001;106590;51302,85;37,4;-18,001;106590;-51302,85
2850;37,4;18,001;106590;51302,85;37,4;-18,001;106590;-51302,85
2850;37,4;18,001;106590;51302,85;37,4;-18,001;106590;-51302,85
2850;37,4;18,001;106590;51302,85;37,4;-18,001;106590;-51302,85
2850;37,4;18,001;106590;51302,85;37,4;-18,001;106590;-51302,85
2850;37,4;18,001;106590;51302,85;37,4;-18,001;106590;-51302,85
2850;37,4;18,001;106590;51302,85;37,4;-18,001;106590;-51302,85
2850;37,4;18,001;106590;51302,85;37,4;-18,001;106590;-51302,85
2850;37,4;18,001;106590;51302,85;37,4;-18,001;106590;-51302,85
2850;37,4;18,001;106590;51302,85;37,4;-18,001;106590;-51302,85
2850;37,4;18,001;106590;51302,85;37,4;-18,001;106590;-51302,85
2850;37,4;18,001;106590;51302,85;37,4;-18,001;106590;-51302,85
2850;37,4;18,001;106590;51302,85;37,4;-18,001;106590;-51302,85
2850;37,4;18,001;106590;51302,85;37,4;-18,001;106590;-51302,85
2850;37,4;18,001;106590;51302,85;37,4;-18,001;106590;-51302,85
2850;37,4;18,001;106590;51302,85;37,4;-18,001;106590;-51302,85
2850;37,4;18,001;106590;51302,85;37,4;-18,001;106590;-51302,85
2850;37,4;18,001;106590;51302,85;37,4;-18,001;106590;-51302,85
2850;37,4;18,001;106590;51302,85;37,4;-18,001;106590;-51302,85
2850;37,4;18,001;106590;51302,85;37,4;-18,001;106590;-51302,85
2850;37,4;18,001;106590;51302,85;37,4;-18,001;106590;-51302,85
2850;37,4;18,001;106590;51302,85;37,4;-18,001;106590;-51302,85
2850;37,4;18,001;106590;51302,85;37,4;-18,001;106590;-51302,85
2850;37,4;18,001;106590;51302,85;37,4;-18,001;106590;-51302,85
2850;37,4;18,001;106590;51302,85;37,4;-18,001;106590;-51302,85
2850;37,4;18,001;106590;51302,85;37,4;-18,001;106590;-51302,85
2850;37,4;18,001;106590;51302,85;37,4;-18,001;106590;-51302,85
2850;37,4;18,001;106590;51302,85;37,4;-18,001;106590;-51302,85
2850;37,4;18,001;106590;51302,85;37,4;-18,001;106590;-51302,85
2850;37,40753125;18,0114375;106611,4641;51332,59688;37,40753125;-18,0110625;106611,4641;-51331,52813
2850;37,415125;18,02275;106633,1063;51364,8375;37,415125;-18,02125;106633,1063;-51360,5625
2850;37,42278125;18,0349375;106654,9266;51399,57188;37,42278125;-18,0315625;106654,9266;-51389,95313
2850;37,4305;18,048;106676,925;51436,8;37,4305;-18,042;106676,925;-51419,7
2850;37,43828125;18,0619375;106699,1016;51476,52188;37,43828125;-18,0525625;106699,1016;-51449,80313
2850;37,446125;18,07675;106721,4563;51518,7375;37,446125;-18,06325;106721,4563;-51480,2625
2850;37,45403125;18,0924375;106743,9891;51563,44688;37,45403125;-18,0740625;106743,9891;-51511,07813
2850;37,462;18,109;106766,7;51610,65;37,462;-18,085;106766,7;-51542,25
2850;37,47003125;18,1264375;106789,5891;51660,34688;37,47003125;-18,0960625;106789,5891;-51573,77813
2850;37,478125;18,14475;106812,6563;51712,5375;37,478125;-18,10725;106812,6563;-51605,6625
2850;37,48628125;18,1639375;106835,9016;51767,22188;37,48628125;-18,1185625;106835,9016;-51637,90313
2850;37,4945;18,184;106859,325;51824,4;37,4945;-18,13;106859,325;-51670,5
2850;37,50278125;18,2049375;106882,9266;51884,07188;37,50278125;-18,1415625;106882,9266;-51703,45313
2850;37,511125;18,22675;106906,7063;51946,2375;37,511125;-18,15325;106906,7063;-51736,7625
2850;37,51953125;18,2494375;106930,6641;52010,89688;37,51953125;-18,1650625;106930,6641;-51770,42813
2850;37,528;18,273;106954,8;52078,05;37,528;-18,177;106954,8;-51804,45
2850;37,53653125;18,2974375;106979,1141;52147,69688;37,53653125;-18,1890625;106979,1141;-51838,82813
2850;37,545125;18,32275;107003,6063;52219,8375;37,545125;-18,20125;107003,6063;-51873,5625
2850;37,55378125;18,3489375;107028,2766;52294,47188;37,55378125;-18,2135625;107028,2766;-51908,65313
2850;37,5625;18,376;107053,125;52371,6;37,5625;-18,226;107053,125;-51944,1
2850;37,57128125;18,4039375;107078,1516;52451,22188;37,57128125;-18,2385625;107078,1516;-51979,90313
2850;37,580125;18,43275;107103,3563;52533,3375;37,580125;-18,25125;107103,3563;-52016,0625
2850;37,58903125;18,4624375;107128,7391;52617,94688;37,58903125;-18,2640625;107128,7391;-52052,57813
2850;37,598;18,493;107154,3;52705,05;37,598;-18,277;107154,3;-52089,45
2850;37,60703125;18,5244375;107180,0391;52794,64688;37,60703125;-18,2900625;107180,0391;-52126,67813
2850;37,616125;18,55675;107205,9563;52886,7375;37,616125;-18,30325;107205,9563;-52164,2625
2850;37,62528125;18,5899375;107232,0516;52981,32188;37,62528125;-18,3165625;107232,0516;-52202,20313
2850;37,6345;18,624;107258,325;53078,4;37,6345;-18,33;107258,325;-52240,5
2850;37,64378125;18,6589375;107284,7766;53177,97188;37,64378125;-18,3435625;107284,7766;-52279,15313
2850;37,653125;18,69475;107311,4063;53280,0375;37,653125;-18,35725;107311,4063;-52318,1625
2850;37,66253125;18,7314375;107338,2141;53384,59688;37,66253125;-18,3710625;107338,2141;-52357,52813
2850;37,672;18,769;107365,2;53491,65;37,672;-18,385;107365,2;-52397,25
2850;37,68153125;18,8074375;107392,3641;53601,19688;37,68153125;-18,3990625;107392,3641;-52437,32813
2850;37,691125;18,84675;107419,7063;53713,2375;37,691125;-18,41325;107419,7063;-52477,7625
2850;37,70078125;18,8869375;107447,2266;53827,77188;37,70078125;-18,4275625;107447,2266;-52518,55313
2850;37,7105;18,928;107474,925;53944,8;37,7105;-18,442;107474,925;-52559,7
2850;37,72028125;18,9699375;107502,8016;54064,32188;37,72028125;-18,4565625;107502,8016;-52601,20313
2850;37,730125;19,01275;107530,8563;54186,3375;37,730125;-18,47125;107530,8563;-52643,0625
2850;37,74003125;19,0564375;107559,0891;54310,84688;37,74003125;-18,4860625;107559,0891;-52685,27813
2850;37,75;19,101;107587,5;54437,85;37,75;-18,501;107587,5;-52727,85
2850;37,76003125;19,1464375;107616,0891;54567,34688;37,76003125;-18,5160625;107616,0891;-52770,77813
2850;37,770125;19,19275;107644,8563;54699,3375;37,770125;-18,53125;107644,8563;-52814,0625
2850;37,78028125;19,2399375;107673,8016;54833,82188;37,78028125;-18,5465625;107673,8016;-52857,70313
2850;37,7905;19,288;107702,925;54970,8;37,7905;-18,562;107702,925;-52901,7
2850;37,80078125;19,3369375;107732,2266;55110,27188;37,80078125;-18,5775625;107732,2266;-52946,05313
2850;37,811125;19,38675;107761,7063;55252,2375;37,811125;-18,59325;107761,7063;-52990,7625
2850;37,82153125;19,4374375;107791,3641;55396,69688;37,82153125;-18,6090625;107791,3641;-53035,82813
2850;37,832;19,489;107821,2;55543,65;37,832;-18,625;107821,2;-53081,25
2850;37,84253125;19,5414375;107851,2141;55693,09688;37,84253125;-18,6410625;107851,2141;-53127,02813
2850;37,853125;19,59475;107881,4063;55845,0375;37,853125;-18,65725;107881,4063;-53173,1625
2850;37,86378125;19,6489375;107911,7766;55999,47188;37,86378125;-18,6735625;107911,7766;-53219,65313
2850;37,8745;19,704;107942,325;56156,4;37,8745;-18,69;107942,325;-53266,5
2850;37,88528125;19,7599375;107973,0516;56315,82188;37,88528125;-18,7065625;107973,0516;-53313,70313
2850;37,896125;19,81675;108003,9563;56477,7375;37,896125;-18,72325;108003,9563;-53361,2625
2850;37,90703125;19,8744375;108035,0391;56642,14688;37,90703125;-18,7400625;108035,0391;-53409,17813
2850;37,918;19,933;108066,3;56809,05;37,918;-18,757;108066,3;-53457,45
2850;37,92903125;19,9924375;108097,7391;56978,44688;37,92903125;-18,7740625;108097,7391;-53506,07813
2850;37,940125;20,05275;108129,3563;57150,3375;37,940125;-18,79125;108129,3563;-53555,0625
2850;37,95128125;20,1139375;108161,1516;57324,72188;37,95128125;-18,8085625;108161,1516;-53604,40313
2850;37,9625;20,176;108193,125;57501,6;37,9625;-18,826;108193,125;-53654,1
2850;37,97378125;20,2389375;108225,2766;57680,97188;37,97378125;-18,8435625;108225,2766;-53704,15313
2850;37,985125;20,30275;108257,6063;57862,8375;37,985125;-18,86125;108257,6063;-53754,5625
2850;37,99653125;20,3674375;108290,1141;58047,19688;37,99653125;-18,8790625;108290,1141;-53805,32813
2850;38,008;20,433;108322,8;58234,05;38,008;-18,897;108322,8;-53856,45
2850;38,01953125;20,4994375;108355,6641;58423,39688;38,01953125;-18,9150625;108355,6641;-53907,92813
2850;38,031125;20,56675;108388,7063;58615,2375;38,031125;-18,93325;108388,7063;-53959,7625
2850;38,04278125;20,6349375;108421,9266;58809,57188;38,04278125;-18,9515625;108421,9266;-54011,95313
2850;38,0545;20,704;108455,325;59006,4;38,0545;-18,97;108455,325;-54064,5
2850;38,06628125;20,7739375;108488,9016;59205,72188;38,06628125;-18,9885625;108488,9016;-54117,40313
2850;38,078125;20,84475;108522,6563;59407,5375;38,078125;-19,00725;108522,6563;-54170,6625
2850;38,09003125;20,9164375;108556,5891;59611,84688;38,09003125;-19,0260625;108556,5891;-54224,27813
2850;38,102;20,989;108590,7;59818,65;38,102;-19,045;108590,7;-54278,25
2850;38,11403125;21,0624375;108624,9891;60027,94688;38,11403125;-19,0640625;108624,9891;-54332,57813
2850;38,126125;21,13675;108659,4563;60239,7375;38,126125;-19,08325;108659,4563;-54387,2625
2850;38,13828125;21,2119375;108694,1016;60454,02188;38,13828125;-19,1025625;108694,1016;-54442,30313
2850;38,1505;21,288;108728,925;60670,8;38,1505;-19,122;108728,925;-54497,7
2850;38,16278125;21,3649375;108763,9266;60890,07188;38,16278125;-19,1415625;108763,9266;-54553,45313
2850;38,175125;21,44275;108799,1063;61111,8375;38,175125;-19,16125;108799,1063;-54609,5625
2850;38,18753125;21,5214375;108834,4641;61336,09688;38,18753125;-19,1810625;108834,4641;-54666,02813
2850;38,2;21,601;108870;61562,85;38,2;-19,201;108870;-54722,85
2850;38,21253125;21,6814375;108905,7141;61792,09688;38,21253125;-19,2210625;108905,7141;-54780,02813
2850;38,225125;21,76275;108941,6063;62023,8375;38,225125;-19,24125;108941,6063;-54837,5625
2850;38,23778125;21,8449375;108977,6766;62258,07188;38,23778125;-19,2615625;108977,6766;-54895,45313
2850;38,2505;21,928;109013,925;62494,8;38,2505;-19,282;109013,925;-54953,7
2850;38,26328125;22,0119375;109050,3516;62734,02188;38,26328125;-19,3025625;109050,3516;-55012,30313
2850;38,276125;22,09675;109086,9563;62975,7375;38,276125;-19,32325;109086,9563;-55071,2625
2850;38,28903125;22,1824375;109123,7391;63219,94688;38,28903125;-19,3440625;109123,7391;-55130,57813
2850;38,302;22,269;109160,7;63466,65;38,302;-19,365;109160,7;-55190,25
2850;38,31503125;22,3564375;109197,8391;63715,84688;38,31503125;-19,3860625;109197,8391;-55250,27813
2850;38,328125;22,44475;109235,1563;63967,5375;38,328125;-19,40725;109235,1563;-55310,6625
2850;38,34128125;22,5339375;109272,6516;64221,72188;38,34128125;-19,4285625;109272,6516;-55371,40313
2850;38,3545;22,624;109310,325;64478,4;38,3545;-19,45;109310,325;-55432,5
2850;38,36778125;22,7149375;109348,1766;64737,57188;38,36778125;-19,4715625;109348,1766;-55493,95313
2850;38,381125;22,80675;109386,2063;64999,2375;38,381125;-19,49325;109386,2063;-55555,7625
2850;38,39453125;22,8994375;109424,4141;65263,39688;38,39453125;-19,5150625;109424,4141;-55617,92813
2850;38,408;22,993;109462,8;65530,05;38,408;-19,537;109462,8;-55680,45
2850;38,42153125;23,0874375;109501,3641;65799,19688;38,42153125;-19,5590625;109501,3641;-55743,32813
2850;38,435125;23,18275;109540,1063;66070,8375;38,435125;-19,58125;109540,1063;-55806,5625
2850;38,44878125;23,2789375;109579,0266;66344,97188;38,44878125;-19,6035625;109579,0266;-55870,15313
2850;38,4625;23,376;109618,125;66621,6;38,4625;-19,626;109618,125;-55934,1
2850;38,47628125;23,4739375;109657,4016;66900,72188;38,47628125;-19,6485625;109657,4016;-55998,40313
2850;38,490125;23,57275;109696,8563;67182,3375;38,490125;-19,67125;109696,8563;-56063,0625
2850;38,50403125;23,6724375;109736,4891;67466,44688;38,50403125;-19,6940625;109736,4891;-56128,07813
2850;38,518;23,773;109776,3;67753,05;38,518;-19,717;109776,3;-56193,45
2850;38,53203125;23,8744375;109816,2891;68042,14688;38,53203125;-19,7400625;109816,2891;-56259,17813
2850;38,546125;23,97675;109856,4563;68333,7375;38,546125;-19,76325;109856,4563;-56325,2625
2850;38,56028125;24,0799375;109896,8016;68627,82188;38,56028125;-19,7865625;109896,8016;-56391,70313
2850;38,5745;24,184;109937,325;68924,4;38,5745;-19,81;109937,325;-56458,5
2850;38,58878125;24,2889375;109978,0266;69223,47188;38,58878125;-19,8335625;109978,0266;-56525,65313
2850;38,603125;24,39475;110018,9063;69525,0375;38,603125;-19,85725;110018,9063;-56593,1625
2850;38,61753125;24,5014375;110059,9641;69829,09688;38,61753125;-19,8810625;110059,9641;-56661,02813
2850;38,632;24,609;110101,2;70135,65;38,632;-19,905;110101,2;-56729,25
2850;38,64653125;24,7174375;110142,6141;70444,69688;38,64653125;-19,9290625;110142,6141;-56797,82813
2850;38,661125;24,82675;110184,2063;70756,2375;38,661125;-19,95325;110184,2063;-56866,7625
2850;38,661125;24,82675;110184,2063;70756,2375;38,661125;-19,95325;110184,2063;-56866,7625
2850;38,661125;24,82675;110184,2063;70756,2375;38,661125;-19,95325;110184,2063;-56866,7625
2850;38,661125;24,82675;110184,2063;70756,2375;38,661125;-19,95325;110184,2063;-56866,7625
2850;38,661125;24,82675;110184,2063;70756,2375;38,661125;-19,95325;110184,2063;-56866,7625
2850;38,661125;24,82675;110184,2063;70756,2375;38,661125;-19,95325;110184,2063;-56866,7625
2850;38,661125;24,82675;110184,2063;70756,2375;38,661125;-19,95325;110184,2063;-56866,7625
2850;38,661125;24,82675;110184,2063;70756,2375;38,661125;-19,95325;110184,2063;-56866,7625
2850;38,661125;24,82675;110184,2063;70756,2375;38,661125;-19,95325;110184,2063;-56866,7625
2850;38,661125;24,82675;110184,2063;70756,2375;38,661125;-19,95325;110184,2063;-56866,7625
2850;38,661125;24,82675;110184,2063;70756,2375;38,661125;-19,95325;110184,2063;-56866,7625
2850;38,661125;24,82675;110184,2063;70756,2375;38,661125;-19,95325;110184,2063;-56866,7625
2850;38,661125;24,82675;110184,2063;70756,2375;38,661125;-19,95325;110184,2063;-56866,7625
2850;38,661125;24,82675;110184,2063;70756,2375;38,661125;-19,95325;110184,2063;-56866,7625
2850;38,661125;24,82675;110184,2063;70756,2375;38,661125;-19,95325;110184,2063;-56866,7625
2850;38,661125;24,82675;110184,2063;70756,2375;38,661125;-19,95325;110184,2063;-56866,7625
2850;38,661125;24,82675;110184,2063;70756,2375;38,661125;-19,95325;110184,2063;-56866,7625
2850;38,661125;24,82675;110184,2063;70756,2375;38,661125;-19,95325;110184,2063;-56866,7625
2850;38,661125;24,82675;110184,2063;70756,2375;38,661125;-19,95325;110184,2063;-56866,7625
2850;38,661125;24,82675;110184,2063;70756,2375;38,661125;-19,95325;110184,2063;-56866,7625
2850;38,661125;24,82675;110184,2063;70756,2375;38,661125;-19,95325;110184,2063;-56866,7625
2850;38,661125;24,82675;110184,2063;70756,2375;38,661125;-19,95325;110184,2063;-56866,7625
2850;38,661125;24,82675;110184,2063;70756,2375;38,661125;-19,95325;110184,2063;-56866,7625
2850;38,661125;24,82675;110184,2063;70756,2375;38,661125;-19,95325;110184,2063;-56866,7625
2850;38,661125;24,82675;110184,2063;70756,2375;38,661125;-19,95325;110184,2063;-56866,7625
2850;38,661125;24,82675;110184,2063;70756,2375;38,661125;-19,95325;110184,2063;-56866,7625
2850;38,661125;24,82675;110184,2063;70756,2375;38,661125;-19,95325;110184,2063;-56866,7625
2850;38,661125;24,82675;110184,2063;70756,2375;38,661125;-19,95325;110184,2063;-56866,7625
2850;38,661125;24,82675;110184,2063;70756,2375;38,661125;-19,95325;110184,2063;-56866,7625
2850;38,661125;24,82675;110184,2063;70756,2375;38,661125;-19,95325;110184,2063;-56866,7625
2850;38,661125;24,82675;110184,2063;70756,2375;38,661125;-19,95325;110184,2063;-56866,7625
2850;38,661125;24,82675;110184,2063;70756,2375;38,661125;-19,95325;110184,2063;-56866,7625
2850;38,661125;24,82675;110184,2063;70756,2375;38,661125;-19,95325;110184,2063;-56866,7625
