Aircraft;MTOW (kg);MLW;MZFW;OEW;ARM;Moment_Aircraft;CG_Aircraft;LEMAC;MAC_length;MRW;Lateral_Imbalance_Limit;LDF_LIMIT;LDA_LIMIT
N332QT;233000;187000;178000;110167;32,5;3581409;32,5;31,3;0,07;233900;33000;18896;15251
