Aircraft;MTOW (kg);MLW;MZFW;OEW;ARM;Moment_Aircraft;CG_Aircraft;LEMAC;MAC_length;MRW;Lateral_Imbalance_Limit;LDF_LIMIT;LDA_LIMIT
N331QT;233000;187000;178000;109733;32,56;3572893;32,56;31,3;0,07;233900;33000;18896;15251
