Kg_Fuel;Inner Tank LH X-arm;Inner Tank LH Y-arm;Moment_X_ILH;Moment_Y_ILH;Inner Tank RH X-arm;Inner Tank RH Y-arm;Moment_X_IRH;Moment_Y_IRH
4400;30,55372;3,70542;134436,368;16303,848;30,55372;-3,70542;134436,368;-16303,848
4425;30,55366125;3,70711125;135199,951;16403,96728;30,55366125;-3,70711125;135199,951;-16403,96728
4450;30,553605;3,708805;135963,5423;16504,18225;30,553605;-3,708805;135963,5423;-16504,18225
4475;30,55355125;3,71050125;136727,1418;16604,49309;30,55355125;-3,71050125;136727,1418;-16604,49309
4500;30,5535;3,7122;137490,75;16704,9;30,5535;-3,7122;137490,75;-16704,9
4525;30,5535;3,7122;138254,5875;16797,705;30,5535;-3,7122;138254,5875;-16797,705
4550;30,5535;3,7122;139018,425;16890,51;30,5535;-3,7122;139018,425;-16890,51
4575;30,5535;3,7122;139782,2625;16983,315;30,5535;-3,7122;139782,2625;-16983,315
4600;30,5535;3,7122;140546,1;17076,12;30,5535;-3,7122;140546,1;-17076,12
4625;30,5535;3,7122;141309,9375;17168,925;30,5535;-3,7122;141309,9375;-17168,925
4650;30,5535;3,7122;142073,775;17261,73;30,5535;-3,7122;142073,775;-17261,73
4675;30,5535;3,7122;142837,6125;17354,535;30,5535;-3,7122;142837,6125;-17354,535
4700;30,5535;3,7122;143601,45;17447,34;30,5535;-3,7122;143601,45;-17447,34
4725;30,5535;3,7122;144365,2875;17540,145;30,5535;-3,7122;144365,2875;-17540,145
4750;30,5535;3,7122;145129,125;17632,95;30,5535;-3,7122;145129,125;-17632,95
4775;30,5535;3,7122;145892,9625;17725,755;30,5535;-3,7122;145892,9625;-17725,755
4800;30,5535;3,7122;146656,8;17818,56;30,5535;-3,7122;146656,8;-17818,56
4825;30,5535;3,7122;147420,6375;17911,365;30,5535;-3,7122;147420,6375;-17911,365
4850;30,5535;3,7122;148184,475;18004,17;30,5535;-3,7122;148184,475;-18004,17
4875;30,5535;3,7122;148948,3125;18096,975;30,5535;-3,7122;148948,3125;-18096,975
4900;30,5535;3,7122;149712,15;18189,78;30,5535;-3,7122;149712,15;-18189,78
4925;30,5535;3,7122;150475,9875;18282,585;30,5535;-3,7122;150475,9875;-18282,585
4950;30,5535;3,7122;151239,825;18375,39;30,5535;-3,7122;151239,825;-18375,39
4975;30,5535;3,7122;152003,6625;18468,195;30,5535;-3,7122;152003,6625;-18468,195
5000;30,5535;3,7122;152767,5;18561;30,5535;-3,7122;152767,5;-18561
5025;30,5535;3,7122;153531,3375;18653,805;30,5535;-3,7122;153531,3375;-18653,805
5050;30,5535;3,7122;154295,175;18746,61;30,5535;-3,7122;154295,175;-18746,61
5075;30,5535;3,7122;155059,0125;18839,415;30,5535;-3,7122;155059,0125;-18839,415
5100;30,5535;3,7122;155822,85;18932,22;30,5535;-3,7122;155822,85;-18932,22
5125;30,5535;3,7122;156586,6875;19025,025;30,5535;-3,7122;156586,6875;-19025,025
5150;30,5535;3,7122;157350,525;19117,83;30,5535;-3,7122;157350,525;-19117,83
5175;30,5535;3,7122;158114,3625;19210,635;30,5535;-3,7122;158114,3625;-19210,635
5200;30,5535;3,7122;158878,2;19303,44;30,5535;-3,7122;158878,2;-19303,44
5225;30,5535;3,7122;159642,0375;19396,245;30,5535;-3,7122;159642,0375;-19396,245
5250;30,5535;3,7122;160405,875;19489,05;30,5535;-3,7122;160405,875;-19489,05
5275;30,5535;3,7122;161169,7125;19581,855;30,5535;-3,7122;161169,7125;-19581,855
5300;30,5535;3,7122;161933,55;19674,66;30,5535;-3,7122;161933,55;-19674,66
5325;30,5535;3,7122;162697,3875;19767,465;30,5535;-3,7122;162697,3875;-19767,465
5350;30,5535;3,7122;163461,225;19860,27;30,5535;-3,7122;163461,225;-19860,27
5375;30,5535;3,7122;164225,0625;19953,075;30,5535;-3,7122;164225,0625;-19953,075
5400;30,5535;3,7122;164988,9;20045,88;30,5535;-3,7122;164988,9;-20045,88
5425;30,5535;3,7122;165752,7375;20138,685;30,5535;-3,7122;165752,7375;-20138,685
5450;30,5535;3,7122;166516,575;20231,49;30,5535;-3,7122;166516,575;-20231,49
5475;30,5535;3,7122;167280,4125;20324,295;30,5535;-3,7122;167280,4125;-20324,295
5500;30,5535;3,7122;168044,25;20417,1;30,5535;-3,7122;168044,25;-20417,1
5525;30,5535;3,7122;168808,0875;20509,905;30,5535;-3,7122;168808,0875;-20509,905
5550;30,5535;3,7122;169571,925;20602,71;30,5535;-3,7122;169571,925;-20602,71
5575;30,5535;3,7122;170335,7625;20695,515;30,5535;-3,7122;170335,7625;-20695,515
5600;30,5535;3,7122;171099,6;20788,32;30,5535;-3,7122;171099,6;-20788,32
5625;30,5535;3,7122;171863,4375;20881,125;30,5535;-3,7122;171863,4375;-20881,125
5650;30,5535;3,7122;172627,275;20973,93;30,5535;-3,7122;172627,275;-20973,93
5675;30,5535;3,7122;173391,1125;21066,735;30,5535;-3,7122;173391,1125;-21066,735
5700;30,5535;3,7122;174154,95;21159,54;30,5535;-3,7122;174154,95;-21159,54
5725;30,5535;3,7122;174918,7875;21252,345;30,5535;-3,7122;174918,7875;-21252,345
5750;30,5535;3,7122;175682,625;21345,15;30,5535;-3,7122;175682,625;-21345,15
5775;30,5535;3,7122;176446,4625;21437,955;30,5535;-3,7122;176446,4625;-21437,955
5800;30,5535;3,7122;177210,3;21530,76;30,5535;-3,7122;177210,3;-21530,76
5825;30,5535;3,7122;177974,1375;21623,565;30,5535;-3,7122;177974,1375;-21623,565
5850;30,5535;3,7122;178737,975;21716,37;30,5535;-3,7122;178737,975;-21716,37
5875;30,5535;3,7122;179501,8125;21809,175;30,5535;-3,7122;179501,8125;-21809,175
5900;30,5535;3,7122;180265,65;21901,98;30,5535;-3,7122;180265,65;-21901,98
5925;30,5535;3,7122;181029,4875;21994,785;30,5535;-3,7122;181029,4875;-21994,785
5950;30,5535;3,7122;181793,325;22087,59;30,5535;-3,7122;181793,325;-22087,59
5975;30,5535;3,7122;182557,1625;22180,395;30,5535;-3,7122;182557,1625;-22180,395
6000;30,5535;3,7122;183321;22273,2;30,5535;-3,7122;183321;-22273,2
6025;30,5535;3,7122;184084,8375;22366,005;30,5535;-3,7122;184084,8375;-22366,005
6050;30,5535;3,7122;184848,675;22458,81;30,5535;-3,7122;184848,675;-22458,81
6075;30,5535;3,7122;185612,5125;22551,615;30,5535;-3,7122;185612,5125;-22551,615
6100;30,5535;3,7122;186376,35;22644,42;30,5535;-3,7122;186376,35;-22644,42
6125;30,5535;3,7122;187140,1875;22737,225;30,5535;-3,7122;187140,1875;-22737,225
6150;30,5535;3,7122;187904,025;22830,03;30,5535;-3,7122;187904,025;-22830,03
6175;30,5535;3,7122;188667,8625;22922,835;30,5535;-3,7122;188667,8625;-22922,835
6200;30,5535;3,7122;189431,7;23015,64;30,5535;-3,7122;189431,7;-23015,64
6225;30,5535;3,7122;190195,5375;23108,445;30,5535;-3,7122;190195,5375;-23108,445
6250;30,5535;3,7122;190959,375;23201,25;30,5535;-3,7122;190959,375;-23201,25
6275;30,5535;3,7122;191723,2125;23294,055;30,5535;-3,7122;191723,2125;-23294,055
6300;30,5535;3,7122;192487,05;23386,86;30,5535;-3,7122;192487,05;-23386,86
6325;30,5535;3,7122;193250,8875;23479,665;30,5535;-3,7122;193250,8875;-23479,665
6350;30,5535;3,7122;194014,725;23572,47;30,5535;-3,7122;194014,725;-23572,47
6375;30,5535;3,7122;194778,5625;23665,275;30,5535;-3,7122;194778,5625;-23665,275
6400;30,5535;3,7122;195542,4;23758,08;30,5535;-3,7122;195542,4;-23758,08
6425;30,5535;3,7122;196306,2375;23850,885;30,5535;-3,7122;196306,2375;-23850,885
6450;30,5535;3,7122;197070,075;23943,69;30,5535;-3,7122;197070,075;-23943,69
