Kg_Fuel;Trim tank  X-arm;T_MOMENT_X
6550;58,837;385382,35
6600;58,837;388324,2
6650;58,837;391266,05
6700;58,837;394207,9
6750;58,837;397149,75
6800;58,837;400091,6
6850;58,837;403033,45
6900;58,837;405975,3
6950;58,837;408917,15
7000;58,837;411859
7050;58,837;414800,85
7100;58,837;417742,7
7150;58,837;420684,55
7200;58,837;423626,4
7250;58,837;426568,25
7300;58,837;429510,1
7350;58,837;432451,95
7400;58,837;435393,8
7450;58,837;438335,65
7500;58,837;441277,5
7550;58,837;444219,35
7600;58,837;447161,2
7650;58,837;450103,05
7700;58,837;453044,9
7750;58,837;455986,75
7800;58,837;458928,6
7850;58,837;461870,45
7900;58,837;464812,3
7950;58,837;467754,15
8000;58,837;470696
8050;58,837;473637,85
8100;58,837;476579,7
8150;58,837;479521,55
8200;58,837;482463,4
8250;58,837;485405,25
8300;58,837;488347,1
8350;58,837;491288,95
8400;58,837;494230,8
8450;58,837;497172,65
8500;58,837;500114,5
8550;58,837;503056,35
8600;58,837;505998,2
8650;58,837;508940,05
8700;58,837;511881,9
8750;58,837;514823,75
8800;58,837;517765,6
8850;58,837;520707,45
8900;58,837;523649,3
8950;58,837;526591,15
9000;58,837;529533
9050;58,837;532474,85
9100;58,837;535416,7
9150;58,837;538358,55
9200;58,837;541300,4
9250;58,837;544242,25
9300;58,837;547184,1
9350;58,837;550125,95
9400;58,837;553067,8
9450;58,837;556009,65
9500;58,837;558951,5
9550;58,837;561893,35
9600;58,837;564835,2
9650;58,837;567777,05
9700;58,837;570718,9
9750;58,837;573660,75
9800;58,837;576602,6
9850;58,837;579544,45
9900;58,837;582486,3
9950;58,837;585428,15
10000;58,837;588370
10050;58,837;591311,85
10100;58,837;594253,7
10150;58,837;597195,55
10200;58,837;600137,4
10250;58,837;603079,25
10300;58,837;606021,1
10350;58,837;608962,95
10400;58,837;611904,8
10450;58,837;614846,65
10500;58,837;617788,5
10550;58,837;620730,35
10600;58,837;623672,2
10650;58,837;626614,05
10700;58,837;629555,9
10750;58,837;632497,75
10800;58,837;635439,6
10850;58,837;638381,45
10900;58,837;641323,3
10950;58,837;644265,15
11000;58,837;647207
11050;58,837;650148,85
11100;58,837;653090,7
11150;58,837;656032,55
11200;58,837;658974,4
11250;58,837;661916,25
11300;58,837;664858,1
11350;58,837;667799,95
11400;58,837;670741,8
11450;58,837;673683,65
11500;58,837;676625,5
11550;58,837;679567,35
11600;58,837;682509,2
11650;58,837;685451,05
11700;58,837;688392,9
11750;58,837;691334,75
11800;58,837;694276,6
11850;58,837;697218,45
11900;58,837;700160,3
11950;58,837;703102,15
12000;58,837;706044
12050;58,837;708985,85
12100;58,837;711927,7
12150;58,837;714869,55
12200;58,837;717811,4
12250;58,837;720753,25
12300;58,837;723695,1
12350;58,837;726636,95
12400;58,837;729578,8
12450;58,837;732520,65
12500;58,837;735462,5
12550;58,837;738404,35
12600;58,837;741346,2
12650;58,837;744288,05
12700;58,837;747229,9
12750;58,837;750171,75
12800;58,837;753113,6
12850;58,837;756055,45
12900;58,837;758997,3
12950;58,837;761939,15
13000;58,837;764881
13050;58,837;767822,85
13100;58,837;770764,7
13150;58,837;773706,55
13200;58,837;776648,4
13250;58,837;779590,25
13300;58,837;782532,1
13350;58,837;785473,95
13400;58,837;788415,8
13450;58,837;791357,65
13500;58,837;794299,5
13550;58,837;797241,35
13600;58,837;800183,2
13650;58,837;803125,05
13700;58,837;806066,9
13750;58,837;809008,75
13800;58,837;811950,6
13850;58,837;814892,45
13900;58,837;817834,3
13950;58,837;820776,15
14000;58,837;823718
14050;58,837;826659,85
14100;58,837;829601,7
14150;58,837;832543,55
14200;58,837;835485,4
14250;58,837;838427,25
14300;58,837;841369,1
14350;58,837;844310,95
14400;58,837;847252,8
14450;58,837;850194,65
14500;58,837;853136,5
14550;58,837;856078,35
14600;58,837;859020,2
14650;58,837;861962,05
14700;58,837;864903,9
14750;58,837;867845,75
14800;58,837;870787,6
14850;58,837;873729,45
14900;58,837;876671,3
14950;58,837;879613,15
15000;58,837;882555
15050;58,837;885496,85
15100;58,837;888438,7
15150;58,837;891380,55
15200;58,837;894322,4
15250;58,837;897264,25
15300;58,837;900206,1
15350;58,837;903147,95
15400;58,837;906089,8
15450;58,837;909031,65
15500;58,837;911973,5
15550;58,837;914915,35
15600;58,837;917857,2
15650;58,837;920799,05
15700;58,837;923740,9
15750;58,837;926682,75
15800;58,837;929624,6
15850;58,837;932566,45
15900;58,837;935508,3
15950;58,837;938450,15
16000;58,837;941392
16050;58,837;944333,85
16100;58,837;947275,7
16150;58,837;950217,55
16200;58,837;953159,4
16250;58,837;956101,25
16300;58,837;959043,1
16350;58,837;961984,95
16400;58,837;964926,8
16450;58,837;967868,65
16500;58,837;970810,5
16550;58,837;973752,35
16600;58,837;976694,2
16650;58,837;979636,05
16700;58,837;982577,9
16750;58,837;985519,75
16800;58,837;988461,6
16850;58,837;991403,45
16900;58,837;994345,3
16950;58,837;997287,15
17000;58,837;1000229
17050;58,837;1003170,85
17100;58,837;1006112,7
17150;58,837;1009054,55
17200;58,837;1011996,4
17250;58,837;1014938,25
17300;58,837;1017880,1
17350;58,837;1020821,95
17400;58,837;1023763,8
17450;58,837;1026705,65
17500;58,837;1029647,5
17550;58,837;1032589,35
17600;58,837;1035531,2
17650;58,837;1038473,05
17700;58,837;1041414,9
17750;58,837;1044356,75
17800;58,837;1047298,6
17850;58,837;1050240,45
17900;58,837;1053182,3
17950;58,837;1056124,15
18000;58,837;1059066
18050;58,837;1062007,85
18100;58,837;1064949,7
18150;58,837;1067891,55
18200;58,837;1070833,4
18250;58,837;1073775,25
18300;58,837;1076717,1
18350;58,837;1079658,95
18400;58,837;1082600,8
18450;58,837;1085542,65
18500;58,837;1088484,5
18550;58,837;1091426,35
18600;58,837;1094368,2
18650;58,837;1097310,05
18700;58,837;1100251,9
18750;58,837;1103193,75
18800;58,837;1106135,6
18850;58,837;1109077,45
18900;58,837;1112019,3
18950;58,837;1114961,15
19000;58,837;1117903
19050;58,837;1120844,85
19100;58,837;1123786,7
19150;58,837;1126728,55
19200;58,837;1129670,4
19250;58,837;1132612,25
19300;58,837;1135554,1
19350;58,837;1138495,95
19400;58,837;1141437,8
19450;58,837;1144379,65
19500;58,837;1147321,5
19550;58,837;1150263,35
19600;58,837;1153205,2
19650;58,837;1156147,05
19700;58,837;1159088,9
19750;58,837;1162030,75
19800;58,837;1164972,6
19850;58,837;1167914,45
19900;58,837;1170856,3
19950;58,837;1173798,15
20000;58,837;1176740
20050;58,837;1179681,85
20100;58,837;1182623,7
20150;58,837;1185565,55
20200;58,837;1188507,4
20250;58,837;1191449,25
20300;58,837;1194391,1
20350;58,837;1197332,95
20400;58,837;1200274,8
20450;58,837;1203216,65
20500;58,837;1206158,5
20550;58,837;1209100,35
20600;58,837;1212042,2
20650;58,837;1214984,05
20700;58,837;1217925,9
20750;58,837;1220867,75
20800;58,837;1223809,6
20850;58,837;1226751,45
20900;58,837;1229693,3
20950;58,837;1232635,15
21000;58,837;1235577
21050;58,837;1238518,85
21100;58,837;1241460,7
21150;58,837;1244402,55
21200;58,837;1247344,4
21250;58,837;1250286,25
21300;58,837;1253228,1
21350;58,837;1256169,95
21400;58,837;1259111,8
21450;58,837;1262053,65
21500;58,837;1264995,5
21550;58,837;1267937,35
21600;58,837;1270879,2
21650;58,837;1273821,05
21700;58,837;1276762,9
21750;58,837;1279704,75
21800;58,837;1282646,6
21850;58,837;1285588,45
21900;58,837;1288530,3
21950;58,837;1291472,15
22000;58,837;1294414
22050;58,837;1297355,85
22100;58,837;1300297,7
22150;58,837;1303239,55
22200;58,837;1306181,4
22250;58,837;1309123,25
22300;58,837;1312065,1
22350;58,837;1315006,95
22400;58,837;1317948,8
22450;58,837;1320890,65
22500;58,837;1323832,5
22550;58,837;1326774,35
22600;58,837;1329716,2
22650;58,837;1332658,05
22700;58,837;1335599,9
22750;58,837;1338541,75
22800;58,837;1341483,6
22850;58,837;1344425,45
22900;58,837;1347367,3
22950;58,837;1350309,15
23000;58,837;1353251
23050;58,837;1356192,85
23100;58,837;1359134,7
23150;58,837;1362076,55
23200;58,837;1365018,4
23250;58,837;1367960,25
23300;58,837;1370902,1
23350;58,837;1373843,95
23400;58,837;1376785,8
23450;58,837;1379727,65
23500;58,837;1382669,5
23550;58,837;1385611,35
23600;58,837;1388553,2
23650;58,837;1391495,05
23700;58,837;1394436,9
23750;58,837;1397378,75
23800;58,837;1400320,6
23850;58,837;1403262,45
23900;58,837;1406204,3
23950;58,837;1409146,15
24000;58,837;1412088
24050;58,8376;1415044,28
24100;58,8384;1418005,44
24150;58,8394;1420971,51
24200;58,8406;1423942,52
24250;58,842;1426918,5
24300;58,8436;1429899,48
24350;58,8454;1432885,49
24400;58,8474;1435876,56
24450;58,8496;1438872,72
24500;58,852;1441874
24550;58,8546;1444880,43
24600;58,8574;1447892,04
24650;58,8604;1450908,86
24700;58,8636;1453930,92
24750;58,867;1456958,25
24800;58,8706;1459990,88
24850;58,8744;1463028,84
24900;58,8784;1466072,16
24950;58,8826;1469120,87
25000;58,887;1472175
25050;58,8916;1475234,58
25100;58,8964;1478299,64
25150;58,9014;1481370,21
25200;58,9066;1484446,32
25250;58,912;1487528
25300;58,9176;1490615,28
25350;58,9234;1493708,19
25400;58,9294;1496806,76
25450;58,9356;1499911,02
25500;58,942;1503021
25550;58,9486;1506136,73
25600;58,9554;1509258,24
25650;58,9624;1512385,56
25700;58,9696;1515518,72
25750;58,977;1518657,75
25800;58,9846;1521802,68
25850;58,9924;1524953,54
25900;59,0004;1528110,36
25950;59,0086;1531273,17
26000;59,017;1534442
26050;59,0256;1537616,88
26100;59,0344;1540797,84
26150;59,0434;1543984,91
26200;59,0526;1547178,12
26250;59,062;1550377,5
26300;59,0716;1553583,08
26350;59,0814;1556794,89
26400;59,0914;1560012,96
26450;59,1016;1563237,32
26500;59,112;1566468
26550;59,1226;1569705,03
26600;59,1334;1572948,44
26650;59,1444;1576198,26
26700;59,1556;1579454,52
26750;59,167;1582717,25
26800;59,1786;1585986,48
26850;59,1904;1589262,24
26900;59,2024;1592544,56
26950;59,2146;1595833,47
27000;59,227;1599129
27050;59,2396;1602431,18
27100;59,2524;1605740,04
27150;59,2654;1609055,61
27200;59,2786;1612377,92
27250;59,292;1615707
27300;59,3056;1619042,88
27350;59,3194;1622385,59
27400;59,3334;1625735,16
27450;59,3476;1629091,62
27500;59,362;1632455
27550;59,3766;1635825,33
27600;59,3914;1639202,64
27650;59,3914;1642172,21
27700;59,3914;1645141,78
27750;59,3914;1648111,35
27800;59,3914;1651080,92
27850;59,3914;1654050,49
27900;59,3914;1657020,06
27950;59,3914;1659989,63
28000;59,3914;1662959,2
28050;59,3914;1665928,77
28100;59,3914;1668898,34
28150;59,3914;1671867,91
28200;59,3914;1674837,48
28250;59,3914;1677807,05
28300;59,3914;1680776,62
28350;59,3914;1683746,19
28400;59,3914;1686715,76
28450;59,3914;1689685,33
28500;59,3914;1692654,9
28550;59,3914;1695624,47
28600;59,3914;1698594,04
28650;59,3914;1701563,61
28700;59,3914;1704533,18
28750;59,3914;1707502,75
28800;59,3914;1710472,32
28850;59,3914;1713441,89
28900;59,3914;1716411,46
28950;59,3914;1719381,03
29000;59,3914;1722350,6
29050;59,3914;1725320,17
29100;59,3914;1728289,74
29150;59,3914;1731259,31
29200;59,3914;1734228,88
29250;59,3914;1737198,45
29300;59,3914;1740168,02
29350;59,3914;1743137,59
29400;59,3914;1746107,16
29450;59,3914;1749076,73
29500;59,3914;1752046,3
29550;59,3914;1755015,87
29600;59,3914;1757985,44
29650;59,3914;1760955,01
29700;59,3914;1763924,58
29750;59,3914;1766894,15
29800;59,3914;1769863,72
29850;59,3914;1772833,29
29900;59,3914;1775802,86
29950;59,3914;1778772,43
30000;59,3914;1781742
30050;59,3914;1784711,57
30100;59,3914;1787681,14
30150;59,3914;1790650,71
30200;59,3914;1793620,28
30250;59,3914;1796589,85
30300;59,3914;1799559,42
30350;59,3914;1802528,99
30400;59,3914;1805498,56
30450;59,3914;1808468,13
30500;59,3914;1811437,7
30550;59,3914;1814407,27
30600;59,3914;1817376,84
30650;59,3914;1820346,41
30700;59,3914;1823315,98
30750;59,3914;1826285,55
30800;59,3914;1829255,12
30850;59,3914;1832224,69
30900;59,3914;1835194,26
30950;59,3914;1838163,83
31000;59,3914;1841133,4
31050;59,3914;1844102,97
31100;59,3914;1847072,54
31150;59,3914;1850042,11
31200;59,3914;1853011,68
31250;59,3914;1855981,25
31300;59,3914;1858950,82
31350;59,3914;1861920,39
31400;59,3914;1864889,96
31450;59,3914;1867859,53
31500;59,3914;1870829,1
31550;59,3914;1873798,67
31600;59,3914;1876768,24
31650;59,3914;1879737,81
31700;59,3914;1882707,38
31750;59,3914;1885676,95
31800;59,3914;1888646,52
31850;59,3914;1891616,09
31900;59,3914;1894585,66
31950;59,3914;1897555,23
32000;59,3914;1900524,8
32050;59,3914;1903494,37
32100;59,3914;1906463,94
32150;59,3914;1909433,51
32200;59,3914;1912403,08
32250;59,3914;1915372,65
32300;59,3914;1918342,22
32350;59,3914;1921311,79
32400;59,3914;1924281,36
32450;59,3914;1927250,93
32500;59,3914;1930220,5
32550;59,3914;1933190,07
32600;59,3914;1936159,64
32650;59,3914;1939129,21
32700;59,3914;1942098,78
32750;59,3914;1945068,35
32800;59,3914;1948037,92
32850;59,3914;1951007,49
32900;59,3914;1953977,06
32950;59,3914;1956946,63
33000;59,3914;1959916,2
33050;59,3914;1962885,77
33100;59,3914;1965855,34
33150;59,3914;1968824,91
33200;59,3914;1971794,48
33250;59,3914;1974764,05
33300;59,3914;1977733,62
33350;59,3914;1980703,19
33400;59,3914;1983672,76
33450;59,3914;1986642,33
33500;59,3914;1989611,9
33550;59,3914;1992581,47
33600;59,3914;1995551,04
33650;59,3914;1998520,61
33700;59,3914;2001490,18
33750;59,3914;2004459,75
33800;59,3914;2007429,32
33850;59,3914;2010398,89
33900;59,3914;2013368,46
33950;59,3914;2016338,03
34000;59,3914;2019307,6
34050;59,3914;2022277,17
34100;59,3914;2025246,74
34150;59,3914;2028216,31
34200;59,3914;2031185,88
34250;59,3914;2034155,45
34300;59,3914;2037125,02
34350;59,3914;2040094,59
34400;59,3914;2043064,16
34450;59,3914;2046033,73
34500;59,3914;2049003,3
34550;59,3914;2051972,87
34600;59,3914;2054942,44
34650;59,3914;2057912,01
34700;59,3914;2060881,58
34750;59,3914;2063851,15
34800;59,3914;2066820,72
34850;59,3914;2069790,29
34900;59,3914;2072759,86
34950;59,3914;2075729,43
35000;59,3914;2078699
35050;59,3914;2081668,57
35100;59,3914;2084638,14
35150;59,3914;2087607,71
35200;59,3914;2090577,28
35250;59,3914;2093546,85
35300;59,3914;2096516,42
35350;59,3914;2099485,99
35400;59,3914;2102455,56
35450;59,3914;2105425,13
35500;59,3914;2108394,7
35550;59,3914;2111364,27
35600;59,3914;2114333,84
35650;59,3914;2117303,41
35700;59,3914;2120272,98
35750;59,3914;2123242,55
35800;59,3914;2126212,12
35850;59,3914;2129181,69
35900;59,3914;2132151,26
35950;59,3914;2135120,83
36000;59,3914;2138090,4
36050;59,3914;2141059,97
36100;59,3914;2144029,54
36150;59,3914;2146999,11
36200;59,3914;2149968,68
36250;59,3914;2152938,25
36300;59,3914;2155907,82
36350;59,3914;2158877,39
36400;59,3914;2161846,96
36450;59,3914;2164816,53
36500;59,3914;2167786,1
36550;59,3914;2170755,67
36600;59,3914;2173725,24
36650;59,3914;2176694,81
36700;59,3914;2179664,38
36750;59,3914;2182633,95
36800;59,3914;2185603,52
36850;59,3914;2188573,09
36900;59,3914;2191542,66
36950;59,3914;2194512,23
37000;59,3914;2197481,8
37050;59,3914;2200451,37
37100;59,3914;2203420,94
37150;59,3914;2206390,51
37200;59,3914;2209360,08
37250;59,3914;2212329,65
37300;59,3914;2215299,22
37350;59,3914;2218268,79
37400;59,3914;2221238,36
37450;59,3914;2224207,93
37500;59,3914;2227177,5
37550;59,3914;2230147,07
37600;59,3914;2233116,64
37650;59,3914;2236086,21
37700;59,3914;2239055,78
37750;59,3914;2242025,35
37800;59,3914;2244994,92
37850;59,3914;2247964,49
37900;59,3914;2250934,06
37950;59,3914;2253903,63
38000;59,3914;2256873,2
38050;59,3914;2259842,77
38100;59,3914;2262812,34
38150;59,3914;2265781,91
38200;59,3914;2268751,48
38250;59,3914;2271721,05
38300;59,3914;2274690,62
38350;59,3914;2277660,19
38400;59,3914;2280629,76
38450;59,3914;2283599,33
38500;59,3914;2286568,9
38550;59,3914;2289538,47
38600;59,3914;2292508,04
38650;59,3914;2295477,61
38700;59,3914;2298447,18
38750;59,3914;2301416,75
38800;59,3914;2304386,32
38850;59,3914;2307355,89
38900;59,3914;2310325,46
38950;59,3914;2313295,03
39000;59,3914;2316264,6
39050;59,3914;2319234,17
39100;59,3914;2322203,74
39150;59,3914;2325173,31
39200;59,3914;2328142,88
39250;59,3914;2331112,45
39300;59,3914;2334082,02
39350;59,3914;2337051,59
39400;59,3914;2340021,16
39450;59,3914;2342990,73
39500;59,3914;2345960,3
39550;59,3914;2348929,87
39600;59,3914;2351899,44
39650;59,3914;2354869,01
39700;59,3914;2357838,58
39750;59,3914;2360808,15
39800;59,3914;2363777,72
39850;59,3914;2366747,29
39900;59,3914;2369716,86
39950;59,3914;2372686,43
40000;59,3914;2375656
40050;59,3914;2378625,57
40100;59,3914;2381595,14
40150;59,3914;2384564,71
40200;59,3914;2387534,28
40250;59,3914;2390503,85
40300;59,3914;2393473,42
40350;59,3914;2396442,99
40400;59,3914;2399412,56
40450;59,3914;2402382,13
40500;59,3914;2405351,7
40550;59,3914;2408321,27
40600;59,3914;2411290,84
40650;59,3914;2414260,41
40700;59,3914;2417229,98
40750;59,3914;2420199,55
40800;59,3914;2423169,12
40850;59,3914;2426138,69
40900;59,3914;2429108,26
40950;59,3914;2432077,83
41000;59,3914;2435047,4
41050;59,3914;2438016,97
41100;59,3914;2440986,54
41150;59,3914;2443956,11
41200;59,3914;2446925,68
41250;59,3914;2449895,25
41300;59,3914;2452864,82
41350;59,3914;2455834,39
41400;59,3914;2458803,96
41450;59,3914;2461773,53
41500;59,3914;2464743,1
41550;59,3914;2467712,67
41600;59,3914;2470682,24
41650;59,3914;2473651,81
41700;59,3914;2476621,38
41750;59,3914;2479590,95
41800;59,3914;2482560,52
41850;59,3914;2485530,09
41900;59,3914;2488499,66
41950;59,3914;2491469,23
42000;59,3914;2494438,8
42050;59,3914;2497408,37
42100;59,3914;2500377,94
42150;59,3914;2503347,51
42200;59,3914;2506317,08
42250;59,3914;2509286,65
42300;59,3914;2512256,22
42350;59,3914;2515225,79
42400;59,3914;2518195,36
42450;59,3914;2521164,93
42500;59,3914;2524134,5
42550;59,3914;2527104,07
42600;59,3914;2530073,64
42650;59,3914;2533043,21
42700;59,3914;2536012,78
42750;59,3914;2538982,35
42800;59,3914;2541951,92
42850;59,3914;2544921,49
42900;59,3914;2547891,06
42950;59,3914;2550860,63
43000;59,3914;2553830,2
43050;59,3914;2556799,77
43100;59,3914;2559769,34
43150;59,3914;2562738,91
43200;59,3914;2565708,48
43250;59,3914;2568678,05
43300;59,3914;2571647,62
43350;59,3914;2574617,19
43400;59,3914;2577586,76
43450;59,3914;2580556,33
43500;59,3914;2583525,9
43550;59,3914;2586495,47
43600;59,3914;2589465,04
43650;59,3914;2592434,61
43700;59,3914;2595404,18
43750;59,3914;2598373,75
43800;59,3914;2601343,32
43850;59,3914;2604312,89
43900;59,3914;2607282,46
43950;59,3914;2610252,03
44000;59,3914;2613221,6
44050;59,3914;2616191,17
44100;59,3914;2619160,74
44150;59,3914;2622130,31
44200;59,3914;2625099,88
44250;59,3914;2628069,45
44300;59,3914;2631039,02
44350;59,3914;2634008,59
44400;59,3914;2636978,16
44450;59,3914;2639947,73
44500;59,3914;2642917,3
44550;59,3914;2645886,87
44600;59,3914;2648856,44
44650;59,3914;2651826,01
44700;59,3914;2654795,58
44750;59,3914;2657765,15
44800;59,3914;2660734,72
44850;59,3914;2663704,29
44900;59,3914;2666673,86
44950;59,3914;2669643,43
45000;59,3914;2672613
45050;59,3914;2675582,57
45100;59,3914;2678552,14
45150;59,3914;2681521,71
45200;59,3914;2684491,28
45250;59,3914;2687460,85
45300;59,3914;2690430,42
45350;59,3914;2693399,99
45400;59,3914;2696369,56
45450;59,3914;2699339,13
45500;59,3914;2702308,7
45550;59,3914;2705278,27
45600;59,3914;2708247,84
45650;59,3914;2711217,41
45700;59,3914;2714186,98
45750;59,3914;2717156,55
45800;59,3914;2720126,12
45850;59,3914;2723095,69
45900;59,3914;2726065,26
45950;59,3914;2729034,83
46000;59,3914;2732004,4
46050;59,3914;2734973,97
46100;59,3914;2737943,54
46150;59,3914;2740913,11
46200;59,3914;2743882,68
46250;59,3914;2746852,25
46300;59,3914;2749821,82
46350;59,3914;2752791,39
46400;59,3914;2755760,96
46450;59,3914;2758730,53
46500;59,3914;2761700,1
46550;59,3914;2764669,67
46600;59,3914;2767639,24
46650;59,3914;2770608,81
46700;59,3914;2773578,38
46750;59,3914;2776547,95
46800;59,3914;2779517,52
46850;59,3914;2782487,09
46900;59,3914;2785456,66
46950;59,3914;2788426,23
47000;59,3914;2791395,8
47050;59,3914;2794365,37
47100;59,3914;2797334,94
47150;59,3914;2800304,51
47200;59,3914;2803274,08
47250;59,3914;2806243,65
47300;59,3914;2809213,22
47350;59,3914;2812182,79
47400;59,3914;2815152,36
47450;59,3914;2818121,93
47500;59,3914;2821091,5
47550;59,3914;2824061,07
47600;59,3914;2827030,64
47650;59,3914;2830000,21
47700;59,3914;2832969,78
47750;59,3914;2835939,35
47800;59,3914;2838908,92
47850;59,3914;2841878,49
47900;59,3914;2844848,06
47950;59,3914;2847817,63
48000;59,3914;2850787,2
48050;59,3914;2853756,77
48100;59,3914;2856726,34
48150;59,3914;2859695,91
48200;59,3914;2862665,48
48250;59,3914;2865635,05
48300;59,3914;2868604,62
48350;59,3914;2871574,19
48400;59,3914;2874543,76
48450;59,3914;2877513,33
48500;59,3914;2880482,9
48550;59,3914;2883452,47
48600;59,3914;2886422,04
48650;59,3914;2889391,61
48700;59,3914;2892361,18
48750;59,3914;2895330,75
48800;59,3914;2898300,32
48850;59,3914;2901269,89
48900;59,3914;2904239,46
48950;59,3914;2907209,03
49000;59,3914;2910178,6
49050;59,3914;2913148,17
49100;59,3914;2916117,74
49150;59,3914;2919087,31
49200;59,3914;2922056,88
49250;59,3914;2925026,45
49300;59,3914;2927996,02
49350;59,3914;2930965,59
49400;59,3914;2933935,16
49450;59,3914;2936904,73
49500;59,3914;2939874,3
49550;59,3914;2942843,87
49600;59,3914;2945813,44
49650;59,3914;2948783,01
49700;59,3914;2951752,58
49750;59,3914;2954722,15
49800;59,3914;2957691,72
49850;59,3914;2960661,29
49900;59,3914;2963630,86
49950;59,3914;2966600,43
50000;59,3914;2969570
50050;59,3914;2972539,57
50100;59,3914;2975509,14
50150;59,3914;2978478,71
50200;59,3914;2981448,28
50250;59,3914;2984417,85
50300;59,3914;2987387,42
50350;59,3914;2990356,99
50400;59,3914;2993326,56
50450;59,3914;2996296,13
50500;59,3914;2999265,7
50550;59,3914;3002235,27
50600;59,3914;3005204,84
50650;59,3914;3008174,41
50700;59,3914;3011143,98
50750;59,3914;3014113,55
50800;59,3914;3017083,12
50850;59,3914;3020052,69
50900;59,3914;3023022,26
50950;59,3914;3025991,83
51000;59,3914;3028961,4
51050;59,3914;3031930,97
51100;59,3914;3034900,54
51150;59,3914;3037870,11
51200;59,3914;3040839,68
51250;59,3914;3043809,25
51300;59,3914;3046778,82
51350;59,3914;3049748,39
51400;59,3914;3052717,96
51450;59,3914;3055687,53
51500;59,3914;3058657,1
51550;59,3914;3061626,67
51600;59,3914;3064596,24
51650;59,3914;3067565,81
51700;59,3914;3070535,38
51750;59,3914;3073504,95
51800;59,3914;3076474,52
51850;59,3914;3079444,09
51900;59,3914;3082413,66
51950;59,3914;3085383,23
52000;59,3914;3088352,8
52050;59,3914;3091322,37
52100;59,3914;3094291,94
52150;59,3914;3097261,51
52200;59,3914;3100231,08
52250;59,3914;3103200,65
52300;59,3914;3106170,22
52350;59,3914;3109139,79
52400;59,3914;3112109,36
52450;59,3914;3115078,93
52500;59,3914;3118048,5
52550;59,3914;3121018,07
52600;59,3914;3123987,64
52650;59,3914;3126957,21
52700;59,3914;3129926,78
52750;59,3914;3132896,35
52800;59,3914;3135865,92
52850;59,3914;3138835,49
52900;59,3914;3141805,06
52950;59,3914;3144774,63
53000;59,3914;3147744,2
53050;59,3914;3150713,77
