Aircraft;MTOW (kg);MLW;MZFW;OEW;ARM;Moment_Aircraft;CG_Aircraft;LEMAC;MAC_length;MRW;Lateral_Imbalance_Limit;LDF_LIMIT;LDA_LIMIT
N335QT;233000;187000;178000;109530;32,59;3569573;32,59;31,338;0,072;233900;33000;18896;15251
