Aircraft;MTOW (kg);MLW;MZFW;OEW;ARM;Moment_Aircraft;CG_Aircraft;LEMAC;MAC_length;MRW;Lateral_Imbalance_Limit;LDF_LIMIT;LDA_LIMIT
N336QT;233000;187000;178000;109422;32,5;3556222;32,5;31,33;0,07;233900;33000;18896;15251
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
